indicative past imperfective 3PL	jeɻkʰum in	uʁɒɻkum in	kɒɻtʰum in	t͡sʰɒnknum in	uɻɒχɒnum in	veɻt͡sʰnum in	uɻɒχɒt͡sʰnum in	mernum in	it͡ʃʰnum in	pʰɒχnum in	ɒrnum in	tesnum in	elnum in	tʱɒʁnum in	utum in	ɒnum in	tɒnum in	dənum in	etʰum in	tɒlis in	ɡɒlis in	kɒjiŋkʰ	uniŋkʰ	beɻum in	ɒsum in	dɒrnum in	ləvɒnum in	bɒt͡sʰum in
negative indicative past imperfective 1SG	t͡ʃʰim jeɻkʰum	t͡ʃʰim uʁɒɻkum	t͡ʃʰim kɒɻtʰum	t͡ʃʰim t͡sʰɒnknum	t͡ʃʰim uɻɒχɒnum	t͡ʃʰim veɻt͡sʰnum	t͡ʃʰim uɻɒχɒt͡sʰnum	t͡ʃʰim mernum	t͡ʃʰim it͡ʃʰnum	t͡ʃʰim pʰɒχnum	t͡ʃʰim ɒrnum	t͡ʃʰim tesnum	t͡ʃʰim elnum	t͡ʃʰim tʱɒʁnum	t͡ʃʰim utum	t͡ʃʰim ɒnum	t͡ʃʰim tɒnum	t͡ʃʰim dənum	t͡ʃʰim etʰum	t͡ʃʰim tɒlis	t͡ʃʰim ɡɒlis	t͡ʃʰəkɒjim	t͡ʃʰunim	t͡ʃʰim beɻum	t͡ʃʰim ɒsum	t͡ʃʰim dɒrnum	t͡ʃʰim ləvɒnum	t͡ʃʰim bɒt͡sʰum
negative indicative past imperfective 2SG	t͡ʃʰiɻ jeɻkʰum	t͡ʃʰiɻ uʁɒɻkum	t͡ʃʰiɻ kɒɻtʰum	t͡ʃʰiɻ t͡sʰɒnknum	t͡ʃʰiɻ uɻɒχɒnum	t͡ʃʰiɻ veɻt͡sʰnum	t͡ʃʰiɻ uɻɒχɒt͡sʰnum	t͡ʃʰiɻ mernum	t͡ʃʰiɻ it͡ʃʰnum	t͡ʃʰiɻ pʰɒχnum	t͡ʃʰiɻ ɒrnum	t͡ʃʰiɻ tesnum	t͡ʃʰiɻ elnum	t͡ʃʰiɻ tʱɒʁnum	t͡ʃʰiɻ utum	t͡ʃʰiɻ ɒnum	t͡ʃʰiɻ tɒnum	t͡ʃʰiɻ dənum	t͡ʃʰiɻ etʰum	t͡ʃʰiɻ tɒlis	t͡ʃʰiɻ ɡɒlis	t͡ʃʰəkɒjiɻ	t͡ʃʰuniɻ	t͡ʃʰiɻ beɻum	t͡ʃʰiɻ ɒsum	t͡ʃʰiɻ dɒrnum	t͡ʃʰiɻ ləvɒnum	t͡ʃʰiɻ bɒt͡sʰum
negative indicative past imperfective 3SG	t͡ʃʰeɻ jeɻkʰum	t͡ʃʰeɻ uʁɒɻkum	t͡ʃʰeɻ kɒɻtʰum	t͡ʃʰeɻ t͡sʰɒnknum	t͡ʃʰeɻ uɻɒχɒnum	t͡ʃʰeɻ veɻt͡sʰnum	t͡ʃʰeɻ uɻɒχɒt͡sʰnum	t͡ʃʰeɻ mernum	t͡ʃʰeɻ it͡ʃʰnum	t͡ʃʰeɻ pʰɒχnum	t͡ʃʰeɻ ɒrnum	t͡ʃʰeɻ tesnum	t͡ʃʰeɻ elnum	t͡ʃʰeɻ tʱɒʁnum	t͡ʃʰeɻ utum	t͡ʃʰeɻ ɒnum	t͡ʃʰeɻ tɒnum	t͡ʃʰeɻ dənum	t͡ʃʰeɻ etʰum	t͡ʃʰeɻ tɒlis	t͡ʃʰeɻ ɡɒlis	t͡ʃʰəkɒɻ	t͡ʃʰuneɻ	t͡ʃʰeɻ beɻum	t͡ʃʰeɻ ɒsum	t͡ʃʰeɻ dɒrnum	t͡ʃʰeɻ ləvɒnum	t͡ʃʰeɻ bɒt͡sʰum
negative indicative past imperfective 1PL	t͡ʃʰiŋkʰ jeɻkʰum	t͡ʃʰiŋkʰ uʁɒɻkum	t͡ʃʰiŋkʰ kɒɻtʰum	t͡ʃʰiŋkʰ t͡sʰɒnknum	t͡ʃʰiŋkʰ uɻɒχɒnum	t͡ʃʰiŋkʰ veɻt͡sʰnum	t͡ʃʰiŋkʰ uɻɒχɒt͡sʰnum	t͡ʃʰiŋkʰ mernum	t͡ʃʰiŋkʰ it͡ʃʰnum	t͡ʃʰiŋkʰ pʰɒχnum	t͡ʃʰiŋkʰ ɒrnum	t͡ʃʰiŋkʰ tesnum	t͡ʃʰiŋkʰ elnum	t͡ʃʰiŋkʰ tʱɒʁnum	t͡ʃʰiŋkʰ utum	t͡ʃʰiŋkʰ ɒnum	t͡ʃʰiŋkʰ tɒnum	t͡ʃʰiŋkʰ dənum	t͡ʃʰiŋkʰ etʰum	t͡ʃʰiŋkʰ tɒlis	t͡ʃʰiŋkʰ ɡɒlis	t͡ʃʰəkɒjiŋkʰ	t͡ʃʰuniŋkʰ	t͡ʃʰiŋkʰ beɻum	t͡ʃʰiŋkʰ ɒsum	t͡ʃʰiŋkʰ dɒrnum	t͡ʃʰiŋkʰ ləvɒnum	t͡ʃʰiŋkʰ bɒt͡sʰum
negative indicative past imperfective 2PL	t͡ʃʰikʰ jeɻkʰum	t͡ʃʰikʰ uʁɒɻkum	t͡ʃʰikʰ kɒɻtʰum	t͡ʃʰikʰ t͡sʰɒnknum	t͡ʃʰikʰ uɻɒχɒnum	t͡ʃʰikʰ veɻt͡sʰnum	t͡ʃʰikʰ uɻɒχɒt͡sʰnum	t͡ʃʰikʰ mernum	t͡ʃʰikʰ it͡ʃʰnum	t͡ʃʰikʰ pʰɒχnum	t͡ʃʰikʰ ɒrnum	t͡ʃʰikʰ tesnum	t͡ʃʰikʰ elnum	t͡ʃʰikʰ tʱɒʁnum	t͡ʃʰikʰ utum	t͡ʃʰikʰ ɒnum	t͡ʃʰikʰ tɒnum	t͡ʃʰikʰ dənum	t͡ʃʰikʰ etʰum	t͡ʃʰikʰ tɒlis	t͡ʃʰikʰ ɡɒlis	t͡ʃʰəkɒjikʰ	t͡ʃʰunikʰ	t͡ʃʰikʰ beɻum	t͡ʃʰikʰ ɒsum	t͡ʃʰikʰ dɒrnum	t͡ʃʰikʰ ləvɒnum	t͡ʃʰikʰ bɒt͡sʰum
negative indicative past imperfective 3PL	t͡ʃʰin jeɻkʰum	t͡ʃʰin uʁɒɻkum	t͡ʃʰin kɒɻtʰum	t͡ʃʰin t͡sʰɒnknum	t͡ʃʰin uɻɒχɒnum	t͡ʃʰin veɻt͡sʰnum	t͡ʃʰin uɻɒχɒt͡sʰnum	t͡ʃʰin mernum	t͡ʃʰin it͡ʃʰnum	t͡ʃʰin pʰɒχnum	t͡ʃʰin ɒrnum	t͡ʃʰin tesnum	t͡ʃʰin elnum	t͡ʃʰin tʱɒʁnum	t͡ʃʰin utum	t͡ʃʰin ɒnum	t͡ʃʰin tɒnum	t͡ʃʰin dənum	t͡ʃʰin etʰum	t͡ʃʰin tɒlis	t͡ʃʰin ɡɒlis	t͡ʃʰəkɒjiŋkʰ	t͡ʃʰuniŋkʰ	t͡ʃʰin beɻum	t͡ʃʰin ɒsum	t͡ʃʰin dɒrnum	t͡ʃʰin ləvɒnum	t͡ʃʰin bɒt͡sʰum
indicative future 1SG	jeɻkʰelu em	uʁɒɻkelu em	kɒɻtʰɒlu em	t͡sʰɒnknɒlu em	uɻɒχɒnɒlu em	veɻt͡sʰnelu em	uɻɒχɒt͡sʰnelu em	mernelu em	it͡ʃʰnelu em	pʰɒχnelu em	ɒrnelu em	tesnelu em	elnelu em	tʱɒʁnelu em	utelu em	ɒnelu em	tɒnelu em	dənelu em	etʰɒlu em	tɒlu em	ɡɒlu em			beɻelu em	ɒselu em	dɒrnɒlu em	ləvɒnɒlu em	bɒt͡sʰelu em
indicative future 2SG	jeɻkʰelu es	uʁɒɻkelu es	kɒɻtʰɒlu es	t͡sʰɒnknɒlu es	uɻɒχɒnɒlu es	veɻt͡sʰnelu es	uɻɒχɒt͡sʰnelu es	mernelu es	it͡ʃʰnelu es	pʰɒχnelu es	ɒrnelu es	tesnelu es	elnelu es	tʱɒʁnelu es	utelu es	ɒnelu es	tɒnelu es	dənelu es	etʰɒlu es	tɒlu es	ɡɒlu es			beɻelu es	ɒselu es	dɒrnɒlu es	ləvɒnɒlu es	bɒt͡sʰelu es
indicative future 3SG	jeɻkʰelu ɒ	uʁɒɻkelu ɒ	kɒɻtʰɒlu ɒ	t͡sʰɒnknɒlu ɒ	uɻɒχɒnɒlu ɒ	veɻt͡sʰnelu ɒ	uɻɒχɒt͡sʰnelu ɒ	mernelu ɒ	it͡ʃʰnelu ɒ	pʰɒχnelu ɒ	ɒrnelu ɒ	tesnelu ɒ	elnelu ɒ	tʱɒʁnelu ɒ	utelu ɒ	ɒnelu ɒ	tɒnelu ɒ	dənelu ɒ	etʰɒlu ɒ	tɒlu ɒ	ɡɒlu ɒ			beɻelu ɒ	ɒselu ɒ	dɒrnɒlu ɒ	ləvɒnɒlu ɒ	bɒt͡sʰelu ɒ
indicative future 1PL	jeɻkʰelu eŋkʰ	uʁɒɻkelu eŋkʰ	kɒɻtʰɒlu eŋkʰ	t͡sʰɒnknɒlu eŋkʰ	uɻɒχɒnɒlu eŋkʰ	veɻt͡sʰnelu eŋkʰ	uɻɒχɒt͡sʰnelu eŋkʰ	mernelu eŋkʰ	it͡ʃʰnelu eŋkʰ	pʰɒχnelu eŋkʰ	ɒrnelu eŋkʰ	tesnelu eŋkʰ	elnelu eŋkʰ	tʱɒʁnelu eŋkʰ	utelu eŋkʰ	ɒnelu eŋkʰ	tɒnelu eŋkʰ	dənelu eŋkʰ	etʰɒlu eŋkʰ	tɒlu eŋkʰ	ɡɒlu eŋkʰ			beɻelu eŋkʰ	ɒselu eŋkʰ	dɒrnɒlu eŋkʰ	ləvɒnɒlu eŋkʰ	bɒt͡sʰelu eŋkʰ
indicative future 2PL	jeɻkʰelu ekʰ	uʁɒɻkelu ekʰ	kɒɻtʰɒlu ekʰ	t͡sʰɒnknɒlu ekʰ	uɻɒχɒnɒlu ekʰ	veɻt͡sʰnelu ekʰ	uɻɒχɒt͡sʰnelu ekʰ	mernelu ekʰ	it͡ʃʰnelu ekʰ	pʰɒχnelu ekʰ	ɒrnelu ekʰ	tesnelu ekʰ	elnelu ekʰ	tʱɒʁnelu ekʰ	utelu ekʰ	ɒnelu ekʰ	tɒnelu ekʰ	dənelu ekʰ	etʰɒlu ekʰ	tɒlu ekʰ	ɡɒlu ekʰ			beɻelu ekʰ	ɒselu ekʰ	dɒrnɒlu ekʰ	ləvɒnɒlu ekʰ	bɒt͡sʰelu ekʰ
indicative future 3PL	jeɻkʰelu en	uʁɒɻkelu en	kɒɻtʰɒlu en	t͡sʰɒnknɒlu en	uɻɒχɒnɒlu en	veɻt͡sʰnelu en	uɻɒχɒt͡sʰnelu en	mernelu en	it͡ʃʰnelu en	pʰɒχnelu en	ɒrnelu en	tesnelu en	elnelu en	tʱɒʁnelu en	utelu en	ɒnelu en	tɒnelu en	dənelu en	etʰɒlu en	tɒlu en	ɡɒlu en			beɻelu en	ɒselu en	dɒrnɒlu en	ləvɒnɒlu en	bɒt͡sʰelu en
negative indicative future 1SG	t͡ʃʰem jeɻkʰelu	t͡ʃʰem uʁɒɻkelu	t͡ʃʰem kɒɻtʰɒlu	t͡ʃʰem t͡sʰɒnknɒlu	t͡ʃʰem uɻɒχɒnɒlu	t͡ʃʰem veɻt͡sʰnelu	t͡ʃʰem uɻɒχɒt͡sʰnelu	t͡ʃʰem mernelu	t͡ʃʰem it͡ʃʰnelu	t͡ʃʰem pʰɒχnelu	t͡ʃʰem ɒrnelu	t͡ʃʰem tesnelu	t͡ʃʰem elnelu	t͡ʃʰem tʱɒʁnelu	t͡ʃʰem utelu	t͡ʃʰem ɒnelu	t͡ʃʰem tɒnelu	t͡ʃʰem dənelu	t͡ʃʰem etʰɒlu	t͡ʃʰem tɒlu	t͡ʃʰem ɡɒlu			t͡ʃʰem beɻelu	t͡ʃʰem ɒselu	t͡ʃʰem dɒrnɒlu	t͡ʃʰem ləvɒnɒlu	t͡ʃʰem bɒt͡sʰelu
negative indicative future 2SG	t͡ʃʰes jeɻkʰelu	t͡ʃʰes uʁɒɻkelu	t͡ʃʰes kɒɻtʰɒlu	t͡ʃʰes t͡sʰɒnknɒlu	t͡ʃʰes uɻɒχɒnɒlu	t͡ʃʰes veɻt͡sʰnelu	t͡ʃʰes uɻɒχɒt͡sʰnelu	t͡ʃʰes mernelu	t͡ʃʰes it͡ʃʰnelu	t͡ʃʰes pʰɒχnelu	t͡ʃʰes ɒrnelu	t͡ʃʰes tesnelu	t͡ʃʰes elnelu	t͡ʃʰes tʱɒʁnelu	t͡ʃʰes utelu	t͡ʃʰes ɒnelu	t͡ʃʰes tɒnelu	t͡ʃʰes dənelu	t͡ʃʰes etʰɒlu	t͡ʃʰes tɒlu	t͡ʃʰes ɡɒlu			t͡ʃʰes beɻelu	t͡ʃʰes ɒselu	t͡ʃʰes dɒrnɒlu	t͡ʃʰes ləvɒnɒlu	t͡ʃʰes bɒt͡sʰelu
negative indicative future 3SG	t͡ʃʰi jeɻkʰelu	t͡ʃʰi uʁɒɻkelu	t͡ʃʰi kɒɻtʰɒlu	t͡ʃʰi t͡sʰɒnknɒlu	t͡ʃʰi uɻɒχɒnɒlu	t͡ʃʰi veɻt͡sʰnelu	t͡ʃʰi uɻɒχɒt͡sʰnelu	t͡ʃʰi mernelu	t͡ʃʰi it͡ʃʰnelu	t͡ʃʰi pʰɒχnelu	t͡ʃʰi ɒrnelu	t͡ʃʰi tesnelu	t͡ʃʰi elnelu	t͡ʃʰi tʱɒʁnelu	t͡ʃʰi utelu	t͡ʃʰi ɒnelu	t͡ʃʰi tɒnelu	t͡ʃʰi dənelu	t͡ʃʰi etʰɒlu	t͡ʃʰi tɒlu	t͡ʃʰi ɡɒlu			t͡ʃʰi beɻelu	t͡ʃʰi ɒselu	t͡ʃʰi dɒrnɒlu	t͡ʃʰi ləvɒnɒlu	t͡ʃʰi bɒt͡sʰelu
negative indicative future 1PL	t͡ʃʰeŋkʰ jeɻkʰelu	t͡ʃʰeŋkʰ uʁɒɻkelu	t͡ʃʰeŋkʰ kɒɻtʰɒlu	t͡ʃʰeŋkʰ t͡sʰɒnknɒlu	t͡ʃʰeŋkʰ uɻɒχɒnɒlu	t͡ʃʰeŋkʰ veɻt͡sʰnelu	t͡ʃʰeŋkʰ uɻɒχɒt͡sʰnelu	t͡ʃʰeŋkʰ mernelu	t͡ʃʰeŋkʰ it͡ʃʰnelu	t͡ʃʰeŋkʰ pʰɒχnelu	t͡ʃʰeŋkʰ ɒrnelu	t͡ʃʰeŋkʰ tesnelu	t͡ʃʰeŋkʰ elnelu	t͡ʃʰeŋkʰ tʱɒʁnelu	t͡ʃʰeŋkʰ utelu	t͡ʃʰeŋkʰ ɒnelu	t͡ʃʰeŋkʰ tɒnelu	t͡ʃʰeŋkʰ dənelu	t͡ʃʰeŋkʰ etʰɒlu	t͡ʃʰeŋkʰ tɒlu	t͡ʃʰeŋkʰ ɡɒlu			t͡ʃʰeŋkʰ beɻelu	t͡ʃʰeŋkʰ ɒselu	t͡ʃʰeŋkʰ dɒrnɒlu	t͡ʃʰeŋkʰ ləvɒnɒlu	t͡ʃʰeŋkʰ bɒt͡sʰelu
negative indicative future 2PL	t͡ʃʰekʰ jeɻkʰelu	t͡ʃʰekʰ uʁɒɻkelu	t͡ʃʰekʰ kɒɻtʰɒlu	t͡ʃʰekʰ t͡sʰɒnknɒlu	t͡ʃʰekʰ uɻɒχɒnɒlu	t͡ʃʰekʰ veɻt͡sʰnelu	t͡ʃʰekʰ uɻɒχɒt͡sʰnelu	t͡ʃʰekʰ mernelu	t͡ʃʰekʰ it͡ʃʰnelu	t͡ʃʰekʰ pʰɒχnelu	t͡ʃʰekʰ ɒrnelu	t͡ʃʰekʰ tesnelu	t͡ʃʰekʰ elnelu	t͡ʃʰekʰ tʱɒʁnelu	t͡ʃʰekʰ utelu	t͡ʃʰekʰ ɒnelu	t͡ʃʰekʰ tɒnelu	t͡ʃʰekʰ dənelu	t͡ʃʰekʰ etʰɒlu	t͡ʃʰekʰ tɒlu	t͡ʃʰekʰ ɡɒlu			t͡ʃʰekʰ beɻelu	t͡ʃʰekʰ ɒselu	t͡ʃʰekʰ dɒrnɒlu	t͡ʃʰekʰ ləvɒnɒlu	t͡ʃʰekʰ bɒt͡sʰelu
negative indicative future 3PL	t͡ʃʰen jeɻkʰelu	t͡ʃʰen uʁɒɻkelu	t͡ʃʰen kɒɻtʰɒlu	t͡ʃʰen t͡sʰɒnknɒlu	t͡ʃʰen uɻɒχɒnɒlu	t͡ʃʰen veɻt͡sʰnelu	t͡ʃʰen uɻɒχɒt͡sʰnelu	t͡ʃʰen mernelu	t͡ʃʰen it͡ʃʰnelu	t͡ʃʰen pʰɒχnelu	t͡ʃʰen ɒrnelu	t͡ʃʰen tesnelu	t͡ʃʰen elnelu	t͡ʃʰen tʱɒʁnelu	t͡ʃʰen utelu	t͡ʃʰen ɒnelu	t͡ʃʰen tɒnelu	t͡ʃʰen dənelu	t͡ʃʰen etʰɒlu	t͡ʃʰen tɒlu	t͡ʃʰen ɡɒlu			t͡ʃʰen beɻelu	t͡ʃʰen ɒselu	t͡ʃʰen dɒrnɒlu	t͡ʃʰen ləvɒnɒlu	t͡ʃʰen bɒt͡sʰelu
indicative future perfect 1SG	jeɻkʰelu im	uʁɒɻkelu im	kɒɻtʰɒlu im	t͡sʰɒnknɒlu im	uɻɒχɒnɒlu im	veɻt͡sʰnelu im	uɻɒχɒt͡sʰnelu im	mernelu im	it͡ʃʰnelu im	pʰɒχnelu im	ɒrnelu im	tesnelu im	elnelu im	tʱɒʁnelu im	utelu im	ɒnelu im	tɒnelu im	dənelu im	etʰɒlu im	tɒlu im	ɡɒlu im			beɻelu im	ɒselu im	dɒrnɒlu im	ləvɒnɒlu im	bɒt͡sʰelu im
indicative future perfect 2SG	jeɻkʰelu iɻ	uʁɒɻkelu iɻ	kɒɻtʰɒlu iɻ	t͡sʰɒnknɒlu iɻ	uɻɒχɒnɒlu iɻ	veɻt͡sʰnelu iɻ	uɻɒχɒt͡sʰnelu iɻ	mernelu iɻ	it͡ʃʰnelu iɻ	pʰɒχnelu iɻ	ɒrnelu iɻ	tesnelu iɻ	elnelu iɻ	tʱɒʁnelu iɻ	utelu iɻ	ɒnelu iɻ	tɒnelu iɻ	dənelu iɻ	etʰɒlu iɻ	tɒlu iɻ	ɡɒlu iɻ			beɻelu iɻ	ɒselu iɻ	dɒrnɒlu iɻ	ləvɒnɒlu iɻ	bɒt͡sʰelu iɻ
indicative future perfect 3SG	jeɻkʰelu eɻ	uʁɒɻkelu eɻ	kɒɻtʰɒlu eɻ	t͡sʰɒnknɒlu eɻ	uɻɒχɒnɒlu eɻ	veɻt͡sʰnelu eɻ	uɻɒχɒt͡sʰnelu eɻ	mernelu eɻ	it͡ʃʰnelu eɻ	pʰɒχnelu eɻ	ɒrnelu eɻ	tesnelu eɻ	elnelu eɻ	tʱɒʁnelu eɻ	utelu eɻ	ɒnelu eɻ	tɒnelu eɻ	dənelu eɻ	etʰɒlu eɻ	tɒlu eɻ	ɡɒlu eɻ			beɻelu eɻ	ɒselu eɻ	dɒrnɒlu eɻ	ləvɒnɒlu eɻ	bɒt͡sʰelu eɻ
indicative future perfect 1PL	jeɻkʰelu iŋkʰ	uʁɒɻkelu iŋkʰ	kɒɻtʰɒlu iŋkʰ	t͡sʰɒnknɒlu iŋkʰ	uɻɒχɒnɒlu iŋkʰ	veɻt͡sʰnelu iŋkʰ	uɻɒχɒt͡sʰnelu iŋkʰ	mernelu iŋkʰ	it͡ʃʰnelu iŋkʰ	pʰɒχnelu iŋkʰ	ɒrnelu iŋkʰ	tesnelu iŋkʰ	elnelu iŋkʰ	tʱɒʁnelu iŋkʰ	utelu iŋkʰ	ɒnelu iŋkʰ	tɒnelu iŋkʰ	dənelu iŋkʰ	etʰɒlu iŋkʰ	tɒlu iŋkʰ	ɡɒlu iŋkʰ			beɻelu iŋkʰ	ɒselu iŋkʰ	dɒrnɒlu iŋkʰ	ləvɒnɒlu iŋkʰ	bɒt͡sʰelu iŋkʰ
indicative future perfect 2PL	jeɻkʰelu ikʰ	uʁɒɻkelu ikʰ	kɒɻtʰɒlu ikʰ	t͡sʰɒnknɒlu ikʰ	uɻɒχɒnɒlu ikʰ	veɻt͡sʰnelu ikʰ	uɻɒχɒt͡sʰnelu ikʰ	mernelu ikʰ	it͡ʃʰnelu ikʰ	pʰɒχnelu ikʰ	ɒrnelu ikʰ	tesnelu ikʰ	elnelu ikʰ	tʱɒʁnelu ikʰ	utelu ikʰ	ɒnelu ikʰ	tɒnelu ikʰ	dənelu ikʰ	etʰɒlu ikʰ	tɒlu ikʰ	ɡɒlu ikʰ			beɻelu ikʰ	ɒselu ikʰ	dɒrnɒlu ikʰ	ləvɒnɒlu ikʰ	bɒt͡sʰelu ikʰ
indicative future perfect 3PL	jeɻkʰelu in	uʁɒɻkelu in	kɒɻtʰɒlu in	t͡sʰɒnknɒlu in	uɻɒχɒnɒlu in	veɻt͡sʰnelu in	uɻɒχɒt͡sʰnelu in	mernelu in	it͡ʃʰnelu in	pʰɒχnelu in	ɒrnelu in	tesnelu in	elnelu in	tʱɒʁnelu in	utelu in	ɒnelu in	tɒnelu in	dənelu in	etʰɒlu in	tɒlu in	ɡɒlu in			beɻelu in	ɒselu in	dɒrnɒlu in	ləvɒnɒlu in	bɒt͡sʰelu in
negative indicative future perfect 1SG	t͡ʃʰim jeɻkʰelu	t͡ʃʰim uʁɒɻkelu	t͡ʃʰim kɒɻtʰɒlu	t͡ʃʰim t͡sʰɒnknɒlu	t͡ʃʰim uɻɒχɒnɒlu	t͡ʃʰim veɻt͡sʰnelu	t͡ʃʰim uɻɒχɒt͡sʰnelu	t͡ʃʰim mernelu	t͡ʃʰim it͡ʃʰnelu	t͡ʃʰim pʰɒχnelu	t͡ʃʰim ɒrnelu	t͡ʃʰim tesnelu	t͡ʃʰim elnelu	t͡ʃʰim tʱɒʁnelu	t͡ʃʰim utelu	t͡ʃʰim ɒnelu	t͡ʃʰim tɒnelu	t͡ʃʰim dənelu	t͡ʃʰim etʰɒlu	t͡ʃʰim tɒlu	t͡ʃʰim ɡɒlu			t͡ʃʰim beɻelu	t͡ʃʰim ɒselu	t͡ʃʰim dɒrnɒlu	t͡ʃʰim ləvɒnɒlu	t͡ʃʰim bɒt͡sʰelu
negative indicative future perfect 2SG	t͡ʃʰiɻ jeɻkʰelu	t͡ʃʰiɻ uʁɒɻkelu	t͡ʃʰiɻ kɒɻtʰɒlu	t͡ʃʰiɻ t͡sʰɒnknɒlu	t͡ʃʰiɻ uɻɒχɒnɒlu	t͡ʃʰiɻ veɻt͡sʰnelu	t͡ʃʰiɻ uɻɒχɒt͡sʰnelu	t͡ʃʰiɻ mernelu	t͡ʃʰiɻ it͡ʃʰnelu	t͡ʃʰiɻ pʰɒχnelu	t͡ʃʰiɻ ɒrnelu	t͡ʃʰiɻ tesnelu	t͡ʃʰiɻ elnelu	t͡ʃʰiɻ tʱɒʁnelu	t͡ʃʰiɻ utelu	t͡ʃʰiɻ ɒnelu	t͡ʃʰiɻ tɒnelu	t͡ʃʰiɻ dənelu	t͡ʃʰiɻ etʰɒlu	t͡ʃʰiɻ tɒlu	t͡ʃʰiɻ ɡɒlu			t͡ʃʰiɻ beɻelu	t͡ʃʰiɻ ɒselu	t͡ʃʰiɻ dɒrnɒlu	t͡ʃʰiɻ ləvɒnɒlu	t͡ʃʰiɻ bɒt͡sʰelu
negative indicative future perfect 3SG	t͡ʃʰeɻ jeɻkʰelu	t͡ʃʰeɻ uʁɒɻkelu	t͡ʃʰeɻ kɒɻtʰɒlu	t͡ʃʰeɻ t͡sʰɒnknɒlu	t͡ʃʰeɻ uɻɒχɒnɒlu	t͡ʃʰeɻ veɻt͡sʰnelu	t͡ʃʰeɻ uɻɒχɒt͡sʰnelu	t͡ʃʰeɻ mernelu	t͡ʃʰeɻ it͡ʃʰnelu	t͡ʃʰeɻ pʰɒχnelu	t͡ʃʰeɻ ɒrnelu	t͡ʃʰeɻ tesnelu	t͡ʃʰeɻ elnelu	t͡ʃʰeɻ tʱɒʁnelu	t͡ʃʰeɻ utelu	t͡ʃʰeɻ ɒnelu	t͡ʃʰeɻ tɒnelu	t͡ʃʰeɻ dənelu	t͡ʃʰeɻ etʰɒlu	t͡ʃʰeɻ tɒlu	t͡ʃʰeɻ ɡɒlu			t͡ʃʰeɻ beɻelu	t͡ʃʰeɻ ɒselu	t͡ʃʰeɻ dɒrnɒlu	t͡ʃʰeɻ ləvɒnɒlu	t͡ʃʰeɻ bɒt͡sʰelu
negative indicative future perfect 1PL	t͡ʃʰiŋkʰ jeɻkʰelu	t͡ʃʰiŋkʰ uʁɒɻkelu	t͡ʃʰiŋkʰ kɒɻtʰɒlu	t͡ʃʰiŋkʰ t͡sʰɒnknɒlu	t͡ʃʰiŋkʰ uɻɒχɒnɒlu	t͡ʃʰiŋkʰ veɻt͡sʰnelu	t͡ʃʰiŋkʰ uɻɒχɒt͡sʰnelu	t͡ʃʰiŋkʰ mernelu	t͡ʃʰiŋkʰ it͡ʃʰnelu	t͡ʃʰiŋkʰ pʰɒχnelu	t͡ʃʰiŋkʰ ɒrnelu	t͡ʃʰiŋkʰ tesnelu	t͡ʃʰiŋkʰ elnelu	t͡ʃʰiŋkʰ tʱɒʁnelu	t͡ʃʰiŋkʰ utelu	t͡ʃʰiŋkʰ ɒnelu	t͡ʃʰiŋkʰ tɒnelu	t͡ʃʰiŋkʰ dənelu	t͡ʃʰiŋkʰ etʰɒlu	t͡ʃʰiŋkʰ tɒlu	t͡ʃʰiŋkʰ ɡɒlu			t͡ʃʰiŋkʰ beɻelu	t͡ʃʰiŋkʰ ɒselu	t͡ʃʰiŋkʰ dɒrnɒlu	t͡ʃʰiŋkʰ ləvɒnɒlu	t͡ʃʰiŋkʰ bɒt͡sʰelu
negative indicative future perfect 2PL	t͡ʃʰikʰ jeɻkʰelu	t͡ʃʰikʰ uʁɒɻkelu	t͡ʃʰikʰ kɒɻtʰɒlu	t͡ʃʰikʰ t͡sʰɒnknɒlu	t͡ʃʰikʰ uɻɒχɒnɒlu	t͡ʃʰikʰ veɻt͡sʰnelu	t͡ʃʰikʰ uɻɒχɒt͡sʰnelu	t͡ʃʰikʰ mernelu	t͡ʃʰikʰ it͡ʃʰnelu	t͡ʃʰikʰ pʰɒχnelu	t͡ʃʰikʰ ɒrnelu	t͡ʃʰikʰ tesnelu	t͡ʃʰikʰ elnelu	t͡ʃʰikʰ tʱɒʁnelu	t͡ʃʰikʰ utelu	t͡ʃʰikʰ ɒnelu	t͡ʃʰikʰ tɒnelu	t͡ʃʰikʰ dənelu	t͡ʃʰikʰ etʰɒlu	t͡ʃʰikʰ tɒlu	t͡ʃʰikʰ ɡɒlu			t͡ʃʰikʰ beɻelu	t͡ʃʰikʰ ɒselu	t͡ʃʰikʰ dɒrnɒlu	t͡ʃʰikʰ ləvɒnɒlu	t͡ʃʰikʰ bɒt͡sʰelu
