aorist 3PL	{X}ան	{X}ան	{X}ացին	{X}ցան	{X}ցան	{X}ցրան	{X}ցրան	{X}ան	{X}ան	{X}ան	{X}ան	{X}ան	{X}ան	{X}ան	{Xpst}ան	{Xpst}ան	{Xpst}ան	{Xpst}ան	{Xpst}ացին	{Xpst}ան	{Xpst}ան			{X}ան	{X}ան	{Xpst}ձան	{X}ցին	{X}ան
negative aorist 1SG	չ{X}ամ	չ{X}ամ	չ{X}ացիմ	չ{X}ցամ	չ{X}ցամ	չ{X}ցրամ	չ{X}ցրամ	չ{X}ամ	չ{X}ամ	չ{X}ամ	չ{X}ամ	չ{X}ամ	չ{X}ամ	չ{X}ամ	չ{Xpst}ամ	չ{Xpst}ամ	չ{Xpst}ամ	չ{Xpst}ամ	չ{Xpst}ացիմ	չ{Xpst}ամ	չ{Xpst}ամ			չ{X}ամ	չ{X}ամ	չ{Xpst}ձամ	չ{X}ցիմ	չ{X}ամ
negative aorist 2SG	չ{X}ար	չ{X}ար	չ{X}ացիր	չ{X}ցար	չ{X}ցար	չ{X}ցրար	չ{X}ցրար	չ{X}ար	չ{X}ար	չ{X}ար	չ{X}ար	չ{X}ար	չ{X}ար	չ{X}ար	չ{Xpst}ար	չ{Xpst}ար	չ{Xpst}ար	չ{Xpst}ար	չ{Xpst}ացիր	չ{Xpst}ար	չ{Xpst}ար			չ{X}ար	չ{X}ար	չ{Xpst}ձար	չ{X}ցիր	չ{X}ար
negative aorist 3SG	չ{X}աւ	չ{X}աւ	չ{X}աց	չ{X}ցաւ	չ{X}ցաւ	չ{X}ցրաւ	չ{X}ցրաւ	չ{X}աւ	չ{X}աւ	չ{X}աւ	չ{X}աւ	չ{X}աւ	չ{X}աւ	չ{X}աւ	չ{Xpst}աւ	չ{Xpst}աւ	չ{Xpst}աւ	չ{Xpst}աւ	չ{Xpst}ացիւ	չ{Xpst}աւ	չ{Xpst}աւ			չ{X}աւ	չ{X}աւ	չ{Xpst}ձաւ	չ{X}ց	չ{X}աւ
negative aorist 1PL	չ{X}անք	չ{X}անք	չ{X}ացինք	չ{X}ցանք	չ{X}ցանք	չ{X}ցրանք	չ{X}ցրանք	չ{X}անք	չ{X}անք	չ{X}անք	չ{X}անք	չ{X}անք	չ{X}անք	չ{X}անք	չ{Xpst}անք	չ{Xpst}անք	չ{Xpst}անք	չ{Xpst}անք	չ{Xpst}ացինք	չ{Xpst}անք	չ{Xpst}անք			չ{X}անք	չ{X}անք	չ{Xpst}ձանք	չ{X}ցինք	չ{X}անք
negative aorist 2PL	չ{X}աք	չ{X}աք	չ{X}ացիք	չ{X}ցաք	չ{X}ցաք	չ{X}ցրաք	չ{X}ցրաք	չ{X}աք	չ{X}աք	չ{X}աք	չ{X}աք	չ{X}աք	չ{X}աք	չ{X}աք	չ{Xpst}աք	չ{Xpst}աք	չ{Xpst}աք	չ{Xpst}աք	չ{Xpst}ացիք	չ{Xpst}աք	չ{Xpst}աք			չ{X}աք	չ{X}աք	չ{Xpst}ձաք	չ{X}ցիք	չ{X}աք
negative aorist 3PL	չ{X}ան	չ{X}ան	չ{X}ացին	չ{X}ցան	չ{X}ցան	չ{X}ցրան	չ{X}ցրան	չ{X}ան	չ{X}ան	չ{X}ան	չ{X}ան	չ{X}ան	չ{X}ան	չ{X}ան	չ{Xpst}ան	չ{Xpst}ան	չ{Xpst}ան	չ{Xpst}ան	չ{Xpst}ացին	չ{Xpst}ան	չ{Xpst}ան			չ{X}ան	չ{X}ան	չ{Xpst}ձան	չ{X}ցին	չ{X}ան
subjunctive present 1SG	{X}եմ	{X}եմ	{X}ամ	{X}նամ	{X}նամ	{X}ցնեմ	{X}ցնեմ	{X}նեմ	{X}նեմ	{X}նեմ	{X}նեմ	{X}նեմ	{X}նեմ	{X}նեմ	{Xprs}եմ	{Xprs}եմ	{Xprs}եմ	{Xprs}եմ	{Xprs}ամ	{Xprs}ամ	{Xprs}ամ			{X}եմ	{X}եմ	{Xprs}նամ	{X}նամ	{X}եմ
subjunctive present 2SG	{X}ես	{X}ես	{X}աս	{X}նաս	{X}նաս	{X}ցնես	{X}ցնես	{X}նես	{X}նես	{X}նես	{X}նես	{X}նես	{X}նես	{X}նես	{Xprs}ես	{Xprs}ես	{Xprs}ես	{Xprs}ես	{Xprs}աս	{Xprs}աս	{Xprs}աս			{X}ես	{X}ես	{Xprs}ն{X}	{X}նաս	{X}ես
subjunctive present 3SG	{X}ի	{X}ի	{X}այ	{X}նայ	{X}նայ	{X}ցնի	{X}ցնի	{X}նի	{X}նի	{X}նի	{X}նի	{X}նի	{X}նի	{X}նի	{Xprs}ի	{Xprs}ի	{Xprs}ի	{Xprs}ի	{Xprs}այ	{Xprs}այ	{Xprs}այ			{X}ի	{X}ի	{Xprs}նայ	{X}նայ	{X}ի
subjunctive present 1PL	{X}ենք	{X}ենք	{X}անք	{X}նանք	{X}նանք	{X}ցնենք	{X}ցնենք	{X}նենք	{X}նենք	{X}նենք	{X}նենք	{X}նենք	{X}նենք	{X}նենք	{Xprs}ենք	{Xprs}ենք	{Xprs}ենք	{Xprs}ենք	{Xprs}անք	{Xprs}անք	{Xprs}անք			{X}ենք	{X}ենք	{Xprs}նանք	{X}նանք	{X}ենք
subjunctive present 2PL	{X}էք	{X}էք	{X}աք	{X}նաք	{X}նաք	{X}ցնէք	{X}ցնէք	{X}նէք	{X}նէք	{X}նէք	{X}նէք	{X}նէք	{X}նէք	{X}նէք	{Xprs}էք	{Xprs}էք	{Xprs}էք	{Xprs}էք	{Xprs}աք	{Xprs}աք	{Xprs}աք			{X}էք	{X}էք	{Xprs}նաք	{X}նաք	{X}էք
subjunctive present 3PL	{X}են	{X}են	{X}ան	{X}նան	{X}նան	{X}ցնեն	{X}ցնեն	{X}նեն	{X}նեն	{X}նեն	{X}նեն	{X}նեն	{X}նեն	{X}նեն	{Xprs}են	{Xprs}են	{Xprs}են	{Xprs}են	{Xprs}ան	{Xprs}ան	{Xprs}ան			{X}են	{X}են	{Xprs}նան	{X}նան	{X}են
negative subjunctive present 1SG	չ{X}եմ	չ{X}եմ	չ{X}ամ	չ{X}նամ	չ{X}նամ	չ{X}ցնեմ	չ{X}ցնեմ	չ{X}նեմ	չ{X}նեմ	չ{X}նեմ	չ{X}նեմ	չ{X}նեմ	չ{X}նեմ	չ{X}նեմ	չ{Xprs}եմ	չ{Xprs}եմ	չ{Xprs}եմ	չ{Xprs}եմ	չ{Xprs}ամ	չ{Xprs}ամ	չ{Xprs}ամ			չ{X}եմ	չ{X}եմ	չ{Xprs}նամ	չ{X}նամ	չ{X}եմ
negative subjunctive present 2SG	չ{X}ես	չ{X}ես	չ{X}աս	չ{X}նաս	չ{X}նաս	չ{X}ցնես	չ{X}ցնես	չ{X}նես	չ{X}նես	չ{X}նես	չ{X}նես	չ{X}նես	չ{X}նես	չ{X}նես	չ{Xprs}ես	չ{Xprs}ես	չ{Xprs}ես	չ{Xprs}ես	չ{Xprs}աս	չ{Xprs}աս	չ{Xprs}աս			չ{X}ես	չ{X}ես	չ{Xprs}ն{X}	չ{X}նաս	չ{X}ես
negative subjunctive present 3SG	չ{X}ի	չ{X}ի	չ{X}այ	չ{X}նայ	չ{X}նայ	չ{X}ցնի	չ{X}ցնի	չ{X}նի	չ{X}նի	չ{X}նի	չ{X}նի	չ{X}նի	չ{X}նի	չ{X}նի	չ{Xprs}ի	չ{Xprs}ի	չ{Xprs}ի	չ{Xprs}ի	չ{Xprs}այ	չ{Xprs}այ	չ{Xprs}այ			չ{X}ի	չ{X}ի	չ{Xprs}նայ	չ{X}նայ	չ{X}ի
negative subjunctive present 1PL	չ{X}ենք	չ{X}ենք	չ{X}անք	չ{X}նանք	չ{X}նանք	չ{X}ցնենք	չ{X}ցնենք	չ{X}նենք	չ{X}նենք	չ{X}նենք	չ{X}նենք	չ{X}նենք	չ{X}նենք	չ{X}նենք	չ{Xprs}ենք	չ{Xprs}ենք	չ{Xprs}ենք	չ{Xprs}ենք	չ{Xprs}անք	չ{Xprs}անք	չ{Xprs}անք			չ{X}ենք	չ{X}ենք	չ{Xprs}նանք	չ{X}նանք	չ{X}ենք
negative subjunctive present 2PL	չ{X}էք	չ{X}էք	չ{X}աք	չ{X}նաք	չ{X}նաք	չ{X}ցնէք	չ{X}ցնէք	չ{X}նէք	չ{X}նէք	չ{X}նէք	չ{X}նէք	չ{X}նէք	չ{X}նէք	չ{X}նէք	չ{Xprs}էք	չ{Xprs}էք	չ{Xprs}էք	չ{Xprs}էք	չ{Xprs}աք	չ{Xprs}աք	չ{Xprs}աք			չ{X}էք	չ{X}էք	չ{Xprs}նաք	չ{X}նաք	չ{X}էք
negative subjunctive present 3PL	չ{X}են	չ{X}են	չ{X}ան	չ{X}նան	չ{X}նան	չ{X}ցնեն	չ{X}ցնեն	չ{X}նեն	չ{X}նեն	չ{X}նեն	չ{X}նեն	չ{X}նեն	չ{X}նեն	չ{X}նեն	չ{Xprs}են	չ{Xprs}են	չ{Xprs}են	չ{Xprs}են	չ{Xprs}ան	չ{Xprs}ան	չ{Xprs}ան			չ{X}են	չ{X}են	չ{Xprs}նան	չ{X}նան	չ{X}են
subjunctive past imperfective 1SG	{X}իմ	{X}իմ	{X}այիմ	{X}նայիմ	{X}նայիմ	{X}ցնիմ	{X}ցնիմ	{X}նիմ	{X}նիմ	{X}նիմ	{X}նիմ	{X}նիմ	{X}նիմ	{X}նիմ	{Xprs}իմ	{Xprs}իմ	{Xprs}իմ	{Xprs}իմ	{Xprs}այիմ	{Xprs}այիմ	{Xprs}այիմ			{X}իմ	{X}իմ	{Xprs}նայիմ	{X}նայիմ	{X}իմ
subjunctive past imperfective 2SG	{X}իր	{X}իր	{X}այիր	{X}նայիր	{X}նայիր	{X}ցնիր	{X}ցնիր	{X}նիր	{X}նիր	{X}նիր	{X}նիր	{X}նիր	{X}նիր	{X}նիր	{Xprs}իր	{Xprs}իր	{Xprs}իր	{Xprs}իր	{Xprs}այիր	{Xprs}այիր	{Xprs}այիր			{X}իր	{X}իր	{Xprs}նայիր	{X}նայիր	{X}իր
subjunctive past imperfective 3SG	{X}էր	{X}էր	{X}ար	{X}նար	{X}նար	{X}ցնէր	{X}ցնէր	{X}նէր	{X}նէր	{X}նէր	{X}նէր	{X}նէր	{X}նէր	{X}նէր	{Xprs}էր	{Xprs}էր	{Xprs}էր	{Xprs}էր	{Xprs}ար	{Xprs}ար	{Xprs}ար			{X}էր	{X}էր	{Xprs}նար	{X}նար	{X}էր
subjunctive past imperfective 1PL	{X}ինք	{X}ինք	{X}այինք	{X}նայինք	{X}նայինք	{X}ցնինք	{X}ցնինք	{X}նինք	{X}նինք	{X}նինք	{X}նինք	{X}նինք	{X}նինք	{X}նինք	{Xprs}ինք	{Xprs}ինք	{Xprs}ինք	{Xprs}ինք	{Xprs}այինք	{Xprs}այինք	{Xprs}այինք			{X}ինք	{X}ինք	{Xprs}նայինք	{X}նայինք	{X}ինք
subjunctive past imperfective 2PL	{X}իք	{X}իք	{X}այիք	{X}նայիք	{X}նայիք	{X}ցնիք	{X}ցնիք	{X}նիք	{X}նիք	{X}նիք	{X}նիք	{X}նիք	{X}նիք	{X}նիք	{Xprs}իք	{Xprs}իք	{Xprs}իք	{Xprs}իք	{Xprs}այիք	{Xprs}այիք	{Xprs}այիք			{X}իք	{X}իք	{Xprs}նայիք	{X}նայիք	{X}իք
subjunctive past imperfective 3PL	{X}ին	{X}ին	{X}ային	{X}նային	{X}նային	{X}ցնին	{X}ցնին	{X}նին	{X}նին	{X}նին	{X}նին	{X}նին	{X}նին	{X}նին	{Xprs}ին	{Xprs}ին	{Xprs}ին	{Xprs}ին	{Xprs}ային	{Xprs}ային	{Xprs}ային			{X}ին	{X}ին	{Xprs}նային	{X}նային	{X}ին
negative subjunctive past imperfective 1SG	չ{X}իմ	չ{X}իմ	չ{X}այիմ	չ{X}նայիմ	չ{X}նայիմ	չ{X}ցնիմ	չ{X}ցնիմ	չ{X}նիմ	չ{X}նիմ	չ{X}նիմ	չ{X}նիմ	չ{X}նիմ	չ{X}նիմ	չ{X}նիմ	չ{Xprs}իմ	չ{Xprs}իմ	չ{Xprs}իմ	չ{Xprs}իմ	չ{Xprs}այիմ	չ{Xprs}այիմ	չ{Xprs}այիմ			չ{X}իմ	չ{X}իմ	չ{Xprs}նայիմ	չ{X}նայիմ	չ{X}իմ
negative subjunctive past imperfective 2SG	չ{X}իր	չ{X}իր	չ{X}այիր	չ{X}նայիր	չ{X}նայիր	չ{X}ցնիր	չ{X}ցնիր	չ{X}նիր	չ{X}նիր	չ{X}նիր	չ{X}նիր	չ{X}նիր	չ{X}նիր	չ{X}նիր	չ{Xprs}իր	չ{Xprs}իր	չ{Xprs}իր	չ{Xprs}իր	չ{Xprs}այիր	չ{Xprs}այիր	չ{Xprs}այիր			չ{X}իր	չ{X}իր	չ{Xprs}նայիր	չ{X}նայիր	չ{X}իր
negative subjunctive past imperfective 3SG	չ{X}էր	չ{X}էր	չ{X}ար	չ{X}նար	չ{X}նար	չ{X}ցնէր	չ{X}ցնէր	չ{X}նէր	չ{X}նէր	չ{X}նէր	չ{X}նէր	չ{X}նէր	չ{X}նէր	չ{X}նէր	չ{Xprs}էր	չ{Xprs}էր	չ{Xprs}էր	չ{Xprs}էր	չ{Xprs}ար	չ{Xprs}ար	չ{Xprs}ար			չ{X}էր	չ{X}էր	չ{Xprs}նար	չ{X}նար	չ{X}էր
negative subjunctive past imperfective 1PL	չ{X}ինք	չ{X}ինք	չ{X}այինք	չ{X}նայինք	չ{X}նայինք	չ{X}ցնինք	չ{X}ցնինք	չ{X}նինք	չ{X}նինք	չ{X}նինք	չ{X}նինք	չ{X}նինք	չ{X}նինք	չ{X}նինք	չ{Xprs}ինք	չ{Xprs}ինք	չ{Xprs}ինք	չ{Xprs}ինք	չ{Xprs}այինք	չ{Xprs}այինք	չ{Xprs}այինք			չ{X}ինք	չ{X}ինք	չ{Xprs}նայինք	չ{X}նայինք	չ{X}ինք
negative subjunctive past imperfective 2PL	չ{X}իք	չ{X}իք	չ{X}այիք	չ{X}նայիք	չ{X}նայիք	չ{X}ցնիք	չ{X}ցնիք	չ{X}նիք	չ{X}նիք	չ{X}նիք	չ{X}նիք	չ{X}նիք	չ{X}նիք	չ{X}նիք	չ{Xprs}իք	չ{Xprs}իք	չ{Xprs}իք	չ{Xprs}իք	չ{Xprs}այիք	չ{Xprs}այիք	չ{Xprs}այիք			չ{X}իք	չ{X}իք	չ{Xprs}նայիք	չ{X}նայիք	չ{X}իք
negative subjunctive past imperfective 3PL	չ{X}ին	չ{X}ին	չ{X}ային	չ{X}նային	չ{X}նային	չ{X}ցնին	չ{X}ցնին	չ{X}նին	չ{X}նին	չ{X}նին	չ{X}նին	չ{X}նին	չ{X}նին	չ{X}նին	չ{Xprs}ին	չ{Xprs}ին	չ{Xprs}ին	չ{Xprs}ին	չ{Xprs}ային	չ{Xprs}ային	չ{Xprs}ային			չ{X}ին	չ{X}ին	չ{Xprs}նային	չ{X}նային	չ{X}ին
conditional future 1SG	կը {X}եմ	կ{X}եմ	կը {X}ամ	կը {X}նամ	կ{X}նամ	կը {X}ցնեմ	կ{X}ցնեմ	կը {X}նեմ	կ{X}նեմ	կը {X}նեմ	կ{X}նեմ	կը {X}նեմ	կ{X}նեմ	կը {X}նեմ	կ{Xprs}եմ	կ{Xprs}եմ	կը {Xprs}եմ	կը {Xprs}եմ	կ{Xprs}ամ	կը {Xprs}ամ	կը {Xprs}ամ			կը {X}եմ	կ{X}եմ	կը {Xprs}նամ	կը {X}նամ	կը {X}եմ
conditional future 2SG	կը {X}ես	կ{X}ես	կը {X}աս	կը {X}նաս	կ{X}նաս	կը {X}ցնես	կ{X}ցնես	կը {X}նես	կ{X}նես	կը {X}նես	կ{X}նես	կը {X}նես	կ{X}նես	կը {X}նես	կ{Xprs}ես	կ{Xprs}ես	կը {Xprs}ես	կը {Xprs}ես	կ{Xprs}աս	կը {Xprs}աս	կը {Xprs}աս			կը {X}ես	կ{X}ես	կը {Xprs}ն{X}	կը {X}նաս	կը {X}ես
conditional future 3SG	կը {X}ի	կ{X}ի	կը {X}այ	կը {X}նայ	կ{X}նայ	կը {X}ցնի	կ{X}ցնի	կը {X}նի	կ{X}նի	կը {X}նի	կ{X}նի	կը {X}նի	կ{X}նի	կը {X}նի	կ{Xprs}ի	կ{Xprs}ի	կը {Xprs}ի	կը {Xprs}ի	կ{Xprs}այ	կը {Xprs}այ	կը {Xprs}այ			կը {X}ի	կ{X}ի	կը {Xprs}նայ	կը {X}նայ	կը {X}ի
conditional future 1PL	կը {X}ենք	կ{X}ենք	կը {X}անք	կը {X}նանք	կ{X}նանք	կը {X}ցնենք	կ{X}ցնենք	կը {X}նենք	կ{X}նենք	կը {X}նենք	կ{X}նենք	կը {X}նենք	կ{X}նենք	կը {X}նենք	կ{Xprs}ենք	կ{Xprs}ենք	կը {Xprs}ենք	կը {Xprs}ենք	կ{Xprs}անք	կը {Xprs}անք	կը {Xprs}անք			կը {X}ենք	կ{X}ենք	կը {Xprs}նանք	կը {X}նանք	կը {X}ենք
conditional future 2PL	կը {X}էք	կ{X}էք	կը {X}աք	կը {X}նաք	կ{X}նաք	կը {X}ցնէք	կ{X}ցնէք	կը {X}նէք	կ{X}նէք	կը {X}նէք	կ{X}նէք	կը {X}նէք	կ{X}նէք	կը {X}նէք	կ{Xprs}էք	կ{Xprs}էք	կը {Xprs}էք	կը {Xprs}էք	կ{Xprs}աք	կը {Xprs}աք	կը {Xprs}աք			կը {X}էք	կ{X}էք	կը {Xprs}նաք	կը {X}նաք	կը {X}էք
conditional future 3PL	կը {X}են	կ{X}են	կը {X}ան	կը {X}նան	կ{X}նան	կը {X}ցնեն	կ{X}ցնեն	կը {X}նեն	կ{X}նեն	կը {X}նեն	կ{X}նեն	կը {X}նեն	կ{X}նեն	կը {X}նեն	կ{Xprs}են	կ{Xprs}են	կը {Xprs}են	կը {Xprs}են	կ{Xprs}ան	կը {Xprs}ան	կը {Xprs}ան			կը {X}են	կ{X}են	կը {Xprs}նան	կը {X}նան	կը {X}են
negative conditional future 1SG	չեմ {X}ի	չեմ {X}ի	չեմ {X}այ	չեմ {X}նայ	չեմ {X}նայ	չեմ {X}ցնի	չեմ {X}ցնի	չեմ {X}նի	չեմ {X}նի	չեմ {X}նի	չեմ {X}նի	չեմ {X}նի	չեմ {X}նի	չեմ {X}նի	չեմ {Xprs}ի	չեմ {Xprs}ի	չեմ {Xprs}ի	չեմ {Xprs}ի	չեմ {Xprs}այ	չեմ {Xprs}այ	չեմ {Xprs}այ			չեմ {X}ի	չեմ {X}ի	չեմ {Xprs}նայ	չեմ {X}նայ	չեմ {X}ի
negative conditional future 2SG	չես {X}ի	չես {X}ի	չես {X}այ	չես {X}նայ	չես {X}նայ	չես {X}ցնի	չես {X}ցնի	չես {X}նի	չես {X}նի	չես {X}նի	չես {X}նի	չես {X}նի	չես {X}նի	չես {X}նի	չես {Xprs}ի	չես {Xprs}ի	չես {Xprs}ի	չես {Xprs}ի	չես {Xprs}այ	չես {Xprs}այ	չես {Xprs}այ			չես {X}ի	չես {X}ի	չես {Xprs}նայ	չես {X}նայ	չես {X}ի
negative conditional future 3SG	չի {X}ի	չի {X}ի	չի {X}այ	չի {X}նայ	չի {X}նայ	չի {X}ցնի	չի {X}ցնի	չի {X}նի	չի {X}նի	չի {X}նի	չի {X}նի	չի {X}նի	չի {X}նի	չի {X}նի	չի {Xprs}ի	չի {Xprs}ի	չի {Xprs}ի	չի {Xprs}ի	չի {Xprs}այ	չի {Xprs}այ	չի {Xprs}այ			չի {X}ի	չի {X}ի	չի {Xprs}նայ	չի {X}նայ	չի {X}ի
negative conditional future 1PL	չենք {X}ի	չենք {X}ի	չենք {X}այ	չենք {X}նայ	չենք {X}նայ	չենք {X}ցնի	չենք {X}ցնի	չենք {X}նի	չենք {X}նի	չենք {X}նի	չենք {X}նի	չենք {X}նի	չենք {X}նի	չենք {X}նի	չենք {Xprs}ի	չենք {Xprs}ի	չենք {Xprs}ի	չենք {Xprs}ի	չենք {Xprs}այ	չենք {Xprs}այ	չենք {Xprs}այ			չենք {X}ի	չենք {X}ի	չենք {Xprs}նայ	չենք {X}նայ	չենք {X}ի
negative conditional future 2PL	չէք {X}ի	չէք {X}ի	չէք {X}այ	չէք {X}նայ	չէք {X}նայ	չէք {X}ցնի	չէք {X}ցնի	չէք {X}նի	չէք {X}նի	չէք {X}նի	չէք {X}նի	չէք {X}նի	չէք {X}նի	չէք {X}նի	չէք {Xprs}ի	չէք {Xprs}ի	չէք {Xprs}ի	չէք {Xprs}ի	չէք {Xprs}այ	չէք {Xprs}այ	չէք {Xprs}այ			չէք {X}ի	չէք {X}ի	չէք {Xprs}նայ	չէք {X}նայ	չէք {X}ի
negative conditional future 3PL	չեն {X}ի	չեն {X}ի	չեն {X}այ	չեն {X}նայ	չեն {X}նայ	չեն {X}ցնի	չեն {X}ցնի	չեն {X}նի	չեն {X}նի	չեն {X}նի	չեն {X}նի	չեն {X}նի	չեն {X}նի	չեն {X}նի	չեն {Xprs}ի	չեն {Xprs}ի	չեն {Xprs}ի	չեն {Xprs}ի	չեն {Xprs}այ	չեն {Xprs}այ	չեն {Xprs}այ			չեն {X}ի	չեն {X}ի	չեն {Xprs}նայ	չեն {X}նայ	չեն {X}ի
conditional future perfect 1SG	կը {X}իմ	կ{X}իմ	կը {X}այիմ	կը {X}նայիմ	կ{X}նայիմ	կը {X}ցնիմ	կ{X}ցնիմ	կը {X}նիմ	կ{X}նիմ	կը {X}նիմ	կ{X}նիմ	կը {X}նիմ	կ{X}նիմ	կը {X}նիմ	կ{Xprs}իմ	կ{Xprs}իմ	կը {Xprs}իմ	կը {Xprs}իմ	կ{Xprs}այիմ	կը {Xprs}այիմ	կը {Xprs}այիմ			կը {X}իմ	կ{X}իմ	կը {Xprs}նայիմ	կը {X}նայիմ	կը {X}իմ
conditional future perfect 2SG	կը {X}իր	կ{X}իր	կը {X}այիր	կը {X}նայիր	կ{X}նայիր	կը {X}ցնիր	կ{X}ցնիր	կը {X}նիր	կ{X}նիր	կը {X}նիր	կ{X}նիր	կը {X}նիր	կ{X}նիր	կը {X}նիր	կ{Xprs}իր	կ{Xprs}իր	կը {Xprs}իր	կը {Xprs}իր	կ{Xprs}այիր	կը {Xprs}այիր	կը {Xprs}այիր			կը {X}իր	կ{X}իր	կը {Xprs}նայիր	կը {X}նայիր	կը {X}իր
conditional future perfect 3SG	կը {X}էր	կ{X}էր	կը {X}ար	կը {X}նար	կ{X}նար	կը {X}ցնէր	կ{X}ցնէր	կը {X}նէր	կ{X}նէր	կը {X}նէր	կ{X}նէր	կը {X}նէր	կ{X}նէր	կը {X}նէր	կ{Xprs}էր	կ{Xprs}էր	կը {Xprs}էր	կը {Xprs}էր	կ{Xprs}ար	կը {Xprs}ար	կը {Xprs}ար			կը {X}էր	կ{X}էր	կը {Xprs}նար	կը {X}նար	կը {X}էր
conditional future perfect 1PL	կը {X}ինք	կ{X}ինք	կը {X}այինք	կը {X}նայինք	կ{X}նայինք	կը {X}ցնինք	կ{X}ցնինք	կը {X}նինք	կ{X}նինք	կը {X}նինք	կ{X}նինք	կը {X}նինք	կ{X}նինք	կը {X}նինք	կ{Xprs}ինք	կ{Xprs}ինք	կը {Xprs}ինք	կը {Xprs}ինք	կ{Xprs}այինք	կը {Xprs}այինք	կը {Xprs}այինք			կը {X}ինք	կ{X}ինք	կը {Xprs}նայինք	կը {X}նայինք	կը {X}ինք
conditional future perfect 2PL	կը {X}իք	կ{X}իք	կը {X}այիք	կը {X}նայիք	կ{X}նայիք	կը {X}ցնիք	կ{X}ցնիք	կը {X}նիք	կ{X}նիք	կը {X}նիք	կ{X}նիք	կը {X}նիք	կ{X}նիք	կը {X}նիք	կ{Xprs}իք	կ{Xprs}իք	կը {Xprs}իք	կը {Xprs}իք	կ{Xprs}այիք	կը {Xprs}այիք	կը {Xprs}այիք			կը {X}իք	կ{X}իք	կը {Xprs}նայիք	կը {X}նայիք	կը {X}իք
conditional future perfect 3PL	կը {X}ին	կ{X}ին	կը {X}ային	կը {X}նային	կ{X}նային	կը {X}ցնին	կ{X}ցնին	կը {X}նին	կ{X}նին	կը {X}նին	կ{X}նին	կը {X}նին	կ{X}նին	կը {X}նին	կ{Xprs}ին	կ{Xprs}ին	կը {Xprs}ին	կը {Xprs}ին	կ{Xprs}ային	կը {Xprs}ային	կը {Xprs}ային			կը {X}ին	կ{X}ին	կը {Xprs}նային	կը {X}նային	կը {X}ին
negative conditional future perfect 1SG	չիմ {X}ի	չիմ {X}ի	չիմ {X}այ	չիմ {X}նայ	չիմ {X}նայ	չիմ {X}ցնի	չիմ {X}ցնի	չիմ {X}նի	չիմ {X}նի	չիմ {X}նի	չիմ {X}նի	չիմ {X}նի	չիմ {X}նի	չիմ {X}նի	չիմ {Xprs}ի	չիմ {Xprs}ի	չիմ {Xprs}ի	չիմ {Xprs}ի	չիմ {Xprs}այ	չիմ {Xprs}այ	չիմ {Xprs}այ			չիմ {X}ի	չիմ {X}ի	չիմ {Xprs}նայ	չիմ {X}նայ	չիմ {X}ի
negative conditional future perfect 2SG	չիր {X}ի	չիր {X}ի	չիր {X}այ	չիր {X}նայ	չիր {X}նայ	չիր {X}ցնի	չիր {X}ցնի	չիր {X}նի	չիր {X}նի	չիր {X}նի	չիր {X}նի	չիր {X}նի	չիր {X}նի	չիր {X}նի	չիր {Xprs}ի	չիր {Xprs}ի	չիր {Xprs}ի	չիր {Xprs}ի	չիր {Xprs}այ	չիր {Xprs}այ	չիր {Xprs}այ			չիր {X}ի	չիր {X}ի	չիր {Xprs}նայ	չիր {X}նայ	չիր {X}ի
negative conditional future perfect 3SG	չէր {X}ի	չէր {X}ի	չէր {X}այ	չէր {X}նայ	չէր {X}նայ	չէր {X}ցնի	չէր {X}ցնի	չէր {X}նի	չէր {X}նի	չէր {X}նի	չէր {X}նի	չէր {X}նի	չէր {X}նի	չէր {X}նի	չէր {Xprs}ի	չէր {Xprs}ի	չէր {Xprs}ի	չէր {Xprs}ի	չէր {Xprs}այ	չէր {Xprs}այ	չէր {Xprs}այ			չէր {X}ի	չէր {X}ի	չէր {Xprs}նայ	չէր {X}նայ	չէր {X}ի
negative conditional future perfect 1PL	չինք {X}ի	չինք {X}ի	չինք {X}այ	չինք {X}նայ	չինք {X}նայ	չինք {X}ցնի	չինք {X}ցնի	չինք {X}նի	չինք {X}նի	չինք {X}նի	չինք {X}նի	չինք {X}նի	չինք {X}նի	չինք {X}նի	չինք {Xprs}ի	չինք {Xprs}ի	չինք {Xprs}ի	չինք {Xprs}ի	չինք {Xprs}այ	չինք {Xprs}այ	չինք {Xprs}այ			չինք {X}ի	չինք {X}ի	չինք {Xprs}նայ	չինք {X}նայ	չինք {X}ի
negative conditional future perfect 2PL	չիք {X}ի	չիք {X}ի	չիք {X}այ	չիք {X}նայ	չիք {X}նայ	չիք {X}ցնի	չիք {X}ցնի	չիք {X}նի	չիք {X}նի	չիք {X}նի	չիք {X}նի	չիք {X}նի	չիք {X}նի	չիք {X}նի	չիք {Xprs}ի	չիք {Xprs}ի	չիք {Xprs}ի	չիք {Xprs}ի	չիք {Xprs}այ	չիք {Xprs}այ	չիք {Xprs}այ			չիք {X}ի	չիք {X}ի	չիք {Xprs}նայ	չիք {X}նայ	չիք {X}ի
