negative indicative future 2PL	չէք {X}ելու	չէք {X}ելու	չէք {X}ալու	չէք {X}նալու	չէք {X}նալու	չէք {X}ցնելու	չէք {X}ցնելու	չէք {X}նելու	չէք {X}նելու	չէք {X}նելու	չէք {X}նելու	չէք {X}նելու	չէք {X}նելու	չէք {X}նելու	չէք {Xprs}ելու	չէք {Xprs}ելու	չէք {Xprs}ելու	չէք {Xprs}ելու	չէք {Xprs}ալու	չէք {Xprs}ալու	չէք {Xprs}ալու			չէք {X}ելու	չէք {X}ելու	չէք {Xprs}նալու	չէք {X}նալու	չէք {X}ելու
negative indicative future 3PL	չեն {X}ելու	չեն {X}ելու	չեն {X}ալու	չեն {X}նալու	չեն {X}նալու	չեն {X}ցնելու	չեն {X}ցնելու	չեն {X}նելու	չեն {X}նելու	չեն {X}նելու	չեն {X}նելու	չեն {X}նելու	չեն {X}նելու	չեն {X}նելու	չեն {Xprs}ելու	չեն {Xprs}ելու	չեն {Xprs}ելու	չեն {Xprs}ելու	չեն {Xprs}ալու	չեն {Xprs}ալու	չեն {Xprs}ալու			չեն {X}ելու	չեն {X}ելու	չեն {Xprs}նալու	չեն {X}նալու	չեն {X}ելու
indicative future perfect 1SG	{X}ելու իմ	{X}ելու իմ	{X}ալու իմ	{X}նալու իմ	{X}նալու իմ	{X}ցնելու իմ	{X}ցնելու իմ	{X}նելու իմ	{X}նելու իմ	{X}նելու իմ	{X}նելու իմ	{X}նելու իմ	{X}նելու իմ	{X}նելու իմ	{Xprs}ելու իմ	{Xprs}ելու իմ	{Xprs}ելու իմ	{Xprs}ելու իմ	{Xprs}ալու իմ	{Xprs}ալու իմ	{Xprs}ալու իմ			{X}ելու իմ	{X}ելու իմ	{Xprs}նալու իմ	{X}նալու իմ	{X}ելու իմ
indicative future perfect 2SG	{X}ելու իր	{X}ելու իր	{X}ալու իր	{X}նալու իր	{X}նալու իր	{X}ցնելու իր	{X}ցնելու իր	{X}նելու իր	{X}նելու իր	{X}նելու իր	{X}նելու իր	{X}նելու իր	{X}նելու իր	{X}նելու իր	{Xprs}ելու իր	{Xprs}ելու իր	{Xprs}ելու իր	{Xprs}ելու իր	{Xprs}ալու իր	{Xprs}ալու իր	{Xprs}ալու իր			{X}ելու իր	{X}ելու իր	{Xprs}նալու իր	{X}նալու իր	{X}ելու իր
indicative future perfect 3SG	{X}ելու էր	{X}ելու էր	{X}ալու էր	{X}նալու էր	{X}նալու էր	{X}ցնելու էր	{X}ցնելու էր	{X}նելու էր	{X}նելու էր	{X}նելու էր	{X}նելու էր	{X}նելու էր	{X}նելու էր	{X}նելու էր	{Xprs}ելու էր	{Xprs}ելու էր	{Xprs}ելու էր	{Xprs}ելու էր	{Xprs}ալու էր	{Xprs}ալու էր	{Xprs}ալու էր			{X}ելու էր	{X}ելու էր	{Xprs}նալու էր	{X}նալու էր	{X}ելու էր
indicative future perfect 1PL	{X}ելու ինք	{X}ելու ինք	{X}ալու ինք	{X}նալու ինք	{X}նալու ինք	{X}ցնելու ինք	{X}ցնելու ինք	{X}նելու ինք	{X}նելու ինք	{X}նելու ինք	{X}նելու ինք	{X}նելու ինք	{X}նելու ինք	{X}նելու ինք	{Xprs}ելու ինք	{Xprs}ելու ինք	{Xprs}ելու ինք	{Xprs}ելու ինք	{Xprs}ալու ինք	{Xprs}ալու ինք	{Xprs}ալու ինք			{X}ելու ինք	{X}ելու ինք	{Xprs}նալու ինք	{X}նալու ինք	{X}ելու ինք
indicative future perfect 2PL	{X}ելու իք	{X}ելու իք	{X}ալու իք	{X}նալու իք	{X}նալու իք	{X}ցնելու իք	{X}ցնելու իք	{X}նելու իք	{X}նելու իք	{X}նելու իք	{X}նելու իք	{X}նելու իք	{X}նելու իք	{X}նելու իք	{Xprs}ելու իք	{Xprs}ելու իք	{Xprs}ելու իք	{Xprs}ելու իք	{Xprs}ալու իք	{Xprs}ալու իք	{Xprs}ալու իք			{X}ելու իք	{X}ելու իք	{Xprs}նալու իք	{X}նալու իք	{X}ելու իք
indicative future perfect 3PL	{X}ելու ին	{X}ելու ին	{X}ալու ին	{X}նալու ին	{X}նալու ին	{X}ցնելու ին	{X}ցնելու ին	{X}նելու ին	{X}նելու ին	{X}նելու ին	{X}նելու ին	{X}նելու ին	{X}նելու ին	{X}նելու ին	{Xprs}ելու ին	{Xprs}ելու ին	{Xprs}ելու ին	{Xprs}ելու ին	{Xprs}ալու ին	{Xprs}ալու ին	{Xprs}ալու ին			{X}ելու ին	{X}ելու ին	{Xprs}նալու ին	{X}նալու ին	{X}ելու ին
negative indicative future perfect 1SG	չիմ {X}ելու	չիմ {X}ելու	չիմ {X}ալու	չիմ {X}նալու	չիմ {X}նալու	չիմ {X}ցնելու	չիմ {X}ցնելու	չիմ {X}նելու	չիմ {X}նելու	չիմ {X}նելու	չիմ {X}նելու	չիմ {X}նելու	չիմ {X}նելու	չիմ {X}նելու	չիմ {Xprs}ելու	չիմ {Xprs}ելու	չիմ {Xprs}ելու	չիմ {Xprs}ելու	չիմ {Xprs}ալու	չիմ {Xprs}ալու	չիմ {Xprs}ալու			չիմ {X}ելու	չիմ {X}ելու	չիմ {Xprs}նալու	չիմ {X}նալու	չիմ {X}ելու
negative indicative future perfect 2SG	չիր {X}ելու	չիր {X}ելու	չիր {X}ալու	չիր {X}նալու	չիր {X}նալու	չիր {X}ցնելու	չիր {X}ցնելու	չիր {X}նելու	չիր {X}նելու	չիր {X}նելու	չիր {X}նելու	չիր {X}նելու	չիր {X}նելու	չիր {X}նելու	չիր {Xprs}ելու	չիր {Xprs}ելու	չիր {Xprs}ելու	չիր {Xprs}ելու	չիր {Xprs}ալու	չիր {Xprs}ալու	չիր {Xprs}ալու			չիր {X}ելու	չիր {X}ելու	չիր {Xprs}նալու	չիր {X}նալու	չիր {X}ելու
negative indicative future perfect 3SG	չէր {X}ելու	չէր {X}ելու	չէր {X}ալու	չէր {X}նալու	չէր {X}նալու	չէր {X}ցնելու	չէր {X}ցնելու	չէր {X}նելու	չէր {X}նելու	չէր {X}նելու	չէր {X}նելու	չէր {X}նելու	չէր {X}նելու	չէր {X}նելու	չէր {Xprs}ելու	չէր {Xprs}ելու	չէր {Xprs}ելու	չէր {Xprs}ելու	չէր {Xprs}ալու	չէր {Xprs}ալու	չէր {Xprs}ալու			չէր {X}ելու	չէր {X}ելու	չէր {Xprs}նալու	չէր {X}նալու	չէր {X}ելու
negative indicative future perfect 1PL	չինք {X}ելու	չինք {X}ելու	չինք {X}ալու	չինք {X}նալու	չինք {X}նալու	չինք {X}ցնելու	չինք {X}ցնելու	չինք {X}նելու	չինք {X}նելու	չինք {X}նելու	չինք {X}նելու	չինք {X}նելու	չինք {X}նելու	չինք {X}նելու	չինք {Xprs}ելու	չինք {Xprs}ելու	չինք {Xprs}ելու	չինք {Xprs}ելու	չինք {Xprs}ալու	չինք {Xprs}ալու	չինք {Xprs}ալու			չինք {X}ելու	չինք {X}ելու	չինք {Xprs}նալու	չինք {X}նալու	չինք {X}ելու
negative indicative future perfect 2PL	չիք {X}ելու	չիք {X}ելու	չիք {X}ալու	չիք {X}նալու	չիք {X}նալու	չիք {X}ցնելու	չիք {X}ցնելու	չիք {X}նելու	չիք {X}նելու	չիք {X}նելու	չիք {X}նելու	չիք {X}նելու	չիք {X}նելու	չիք {X}նելու	չիք {Xprs}ելու	չիք {Xprs}ելու	չիք {Xprs}ելու	չիք {Xprs}ելու	չիք {Xprs}ալու	չիք {Xprs}ալու	չիք {Xprs}ալու			չիք {X}ելու	չիք {X}ելու	չիք {Xprs}նալու	չիք {X}նալու	չիք {X}ելու
negative indicative future perfect 3PL	չին {X}ելու	չին {X}ելու	չին {X}ալու	չին {X}նալու	չին {X}նալու	չին {X}ցնելու	չին {X}ցնելու	չին {X}նելու	չին {X}նելու	չին {X}նելու	չին {X}նելու	չին {X}նելու	չին {X}նելու	չին {X}նելու	չին {Xprs}ելու	չին {Xprs}ելու	չին {Xprs}ելու	չին {Xprs}ելու	չին {Xprs}ալու	չին {Xprs}ալու	չին {Xprs}ալու			չին {X}ելու	չին {X}ելու	չին {Xprs}նալու	չին {X}նալու	չին {X}ելու
indicative present perfect 1SG	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{X}ացել/{X}ացեր եմ	{X}ցել/{X}ցեր եմ	{X}ցել/{X}ցեր եմ	{X}ցրել/{X}ցրեր եմ	{X}ցրել/{X}ցրեր եմ	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{Xpst}ել/{Xpst}եր եմ	{Xpst}ել/{Xpst}եր եմ	{Xpst}ել/{Xpst}եր եմ	{Xpst}ել/{Xpst}եր եմ	{Xpst}ացել/{Xpst}ացեր եմ	{Xpst}ել/{Xpst}եր եմ	{Xpst}ել/{Xpst}եր եմ			{X}ել/{X}եր եմ	{X}ել/{X}եր եմ	{Xpst}ձել/{Xpst}ձեր եմ	{X}ցել/{X}ցեր եմ	{X}ել/{X}եր եմ
indicative present perfect 2SG	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{X}ացել/{X}ացեր ես	{X}ցել/{X}ցեր ես	{X}ցել/{X}ցեր ես	{X}ցրել/{X}ցրեր ես	{X}ցրել/{X}ցրեր ես	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{X}ել/{X}եր ես	{Xpst}ել/{Xpst}եր ես	{Xpst}ել/{Xpst}եր ես	{Xpst}ել/{Xpst}եր ես	{Xpst}ել/{Xpst}եր ես	{Xpst}ացել/{Xpst}ացեր ես	{Xpst}ել/{Xpst}եր ես	{Xpst}ել/{Xpst}եր ես			{X}ել/{X}եր ես	{X}ել/{X}եր ես	{Xpst}ձել/{Xpst}ձեր ես	{X}ցել/{X}ցեր ես	{X}ել/{X}եր ես
indicative present perfect 3SG	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{X}ացել/{X}ացեր ա	{X}ցել/{X}ցեր ա	{X}ցել/{X}ցեր ա	{X}ցրել/{X}ցրեր ա	{X}ցրել/{X}ցրեր ա	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{X}ել/{X}եր ա	{Xpst}ել/{Xpst}եր ա	{Xpst}ել/{Xpst}եր ա	{Xpst}ել/{Xpst}եր ա	{Xpst}ել/{Xpst}եր ա	{Xpst}ացել/{Xpst}ացեր ա	{Xpst}ել/{Xpst}եր ա	{Xpst}ել/{Xpst}եր ա			{X}ել/{X}եր ա	{X}ել/{X}եր ա	{Xpst}ձել/{Xpst}ձեր ա	{X}ցել/{X}ցեր ա	{X}ել/{X}եր ա
indicative present perfect 1PL	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ացել/{X}ացեր ենք	{X}ցել/{X}ցեր ենք	{X}ցել/{X}ցեր ենք	{X}ցրել/{X}ցրեր ենք	{X}ցրել/{X}ցրեր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ացել/{Xpst}ացեր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք			{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{Xpst}ձել/{Xpst}ձեր ենք	{X}ցել/{X}ցեր ենք	{X}ել/{X}եր ենք
indicative present perfect 2PL	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ացել/{X}ացեր էք	{X}ցել/{X}ցեր էք	{X}ցել/{X}ցեր էք	{X}ցրել/{X}ցրեր էք	{X}ցրել/{X}ցրեր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ացել/{Xpst}ացեր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք			{X}ել/{X}եր էք	{X}ել/{X}եր էք	{Xpst}ձել/{Xpst}ձեր էք	{X}ցել/{X}ցեր էք	{X}ել/{X}եր էք
indicative present perfect 3PL	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ացել/{X}ացեր են	{X}ցել/{X}ցեր են	{X}ցել/{X}ցեր են	{X}ցրել/{X}ցրեր են	{X}ցրել/{X}ցրեր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ացել/{Xpst}ացեր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են			{X}ել/{X}եր են	{X}ել/{X}եր են	{Xpst}ձել/{Xpst}ձեր են	{X}ցել/{X}ցեր են	{X}ել/{X}եր են
negative indicative present perfect 1SG	չեմ {X}է	չեմ {X}է	չեմ {X}ացէ	չեմ {X}ցէ	չեմ {X}ցէ	չեմ {X}ցրէ	չեմ {X}ցրէ	չեմ {X}է	չեմ {X}է	չեմ {X}է	չեմ {X}է	չեմ {X}է	չեմ {X}է	չեմ {X}է	չեմ {Xpst}է	չեմ {Xpst}է	չեմ {Xpst}է	չեմ {Xpst}է	չեմ {Xpst}ացէ	չեմ {Xpst}է	չեմ {Xpst}է			չեմ {X}է	չեմ {X}է	չեմ {Xpst}ձէ	չեմ {X}ցէ	չեմ {X}է
negative indicative present perfect 2SG	չես {X}է	չես {X}է	չես {X}ացէ	չես {X}ցէ	չես {X}ցէ	չես {X}ցրէ	չես {X}ցրէ	չես {X}է	չես {X}է	չես {X}է	չես {X}է	չես {X}է	չես {X}է	չես {X}է	չես {Xpst}է	չես {Xpst}է	չես {Xpst}է	չես {Xpst}է	չես {Xpst}ացէ	չես {Xpst}է	չես {Xpst}է			չես {X}է	չես {X}է	չես {Xpst}ձէ	չես {X}ցէ	չես {X}է
negative indicative present perfect 3SG	չի {X}է	չի {X}է	չի {X}ացէ	չի {X}ցէ	չի {X}ցէ	չի {X}ցրէ	չի {X}ցրէ	չի {X}է	չի {X}է	չի {X}է	չի {X}է	չի {X}է	չի {X}է	չի {X}է	չի {Xpst}է	չի {Xpst}է	չի {Xpst}է	չի {Xpst}է	չի {Xpst}ացէ	չի {Xpst}է	չի {Xpst}է			չի {X}է	չի {X}է	չի {Xpst}ձէ	չի {X}ցէ	չի {X}է
negative indicative present perfect 1PL	չենք {X}է	չենք {X}է	չենք {X}ացէ	չենք {X}ցէ	չենք {X}ցէ	չենք {X}ցրէ	չենք {X}ցրէ	չենք {X}է	չենք {X}է	չենք {X}է	չենք {X}է	չենք {X}է	չենք {X}է	չենք {X}է	չենք {Xpst}է	չենք {Xpst}է	չենք {Xpst}է	չենք {Xpst}է	չենք {Xpst}ացէ	չենք {Xpst}է	չենք {Xpst}է			չենք {X}է	չենք {X}է	չենք {Xpst}ձէ	չենք {X}ցէ	չենք {X}է
negative indicative present perfect 2PL	չէք {X}է	չէք {X}է	չէք {X}ացէ	չէք {X}ցէ	չէք {X}ցէ	չէք {X}ցրէ	չէք {X}ցրէ	չէք {X}է	չէք {X}է	չէք {X}է	չէք {X}է	չէք {X}է	չէք {X}է	չէք {X}է	չէք {Xpst}է	չէք {Xpst}է	չէք {Xpst}է	չէք {Xpst}է	չէք {Xpst}ացէ	չէք {Xpst}է	չէք {Xpst}է			չէք {X}է	չէք {X}է	չէք {Xpst}ձէ	չէք {X}ցէ	չէք {X}է
negative indicative present perfect 3PL	չեն {X}է	չեն {X}է	չեն {X}ացէ	չեն {X}ցէ	չեն {X}ցէ	չեն {X}ցրէ	չեն {X}ցրէ	չեն {X}է	չեն {X}է	չեն {X}է	չեն {X}է	չեն {X}է	չեն {X}է	չեն {X}է	չեն {Xpst}է	չեն {Xpst}է	չեն {Xpst}է	չեն {Xpst}է	չեն {Xpst}ացէ	չեն {Xpst}է	չեն {Xpst}է			չեն {X}է	չեն {X}է	չեն {Xpst}ձէ	չեն {X}ցէ	չեն {X}է
indicative pluperfect 1SG	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{X}ացել/{X}ացեր իմ	{X}ցել/{X}ցեր իմ	{X}ցել/{X}ցեր իմ	{X}ցրել/{X}ցրեր իմ	{X}ցրել/{X}ցրեր իմ	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{Xpst}ել/{Xpst}եր իմ	{Xpst}ել/{Xpst}եր իմ	{Xpst}ել/{Xpst}եր իմ	{Xpst}ել/{Xpst}եր իմ	{Xpst}ացել/{Xpst}ացեր իմ	{Xpst}ել/{Xpst}եր իմ	{Xpst}ել/{Xpst}եր իմ			{X}ել/{X}եր իմ	{X}ել/{X}եր իմ	{Xpst}ձել/{Xpst}ձեր իմ	{X}ցել/{X}ցեր իմ	{X}ել/{X}եր իմ
indicative pluperfect 2SG	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{X}ացել/{X}ացեր իր	{X}ցել/{X}ցեր իր	{X}ցել/{X}ցեր իր	{X}ցրել/{X}ցրեր իր	{X}ցրել/{X}ցրեր իր	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{X}ել/{X}եր իր	{Xpst}ել/{Xpst}եր իր	{Xpst}ել/{Xpst}եր իր	{Xpst}ել/{Xpst}եր իր	{Xpst}ել/{Xpst}եր իր	{Xpst}ացել/{Xpst}ացեր իր	{Xpst}ել/{Xpst}եր իր	{Xpst}ել/{Xpst}եր իր			{X}ել/{X}եր իր	{X}ել/{X}եր իր	{Xpst}ձել/{Xpst}ձեր իր	{X}ցել/{X}ցեր իր	{X}ել/{X}եր իր
indicative pluperfect 3SG	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{X}ացել/{X}ացեր էր	{X}ցել/{X}ցեր էր	{X}ցել/{X}ցեր էր	{X}ցրել/{X}ցրեր էր	{X}ցրել/{X}ցրեր էր	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{X}ել/{X}եր էր	{Xpst}ել/{Xpst}եր էր	{Xpst}ել/{Xpst}եր էր	{Xpst}ել/{Xpst}եր էր	{Xpst}ել/{Xpst}եր էր	{Xpst}ացել/{Xpst}ացեր էր	{Xpst}ել/{Xpst}եր էր	{Xpst}ել/{Xpst}եր էր			{X}ել/{X}եր էր	{X}ել/{X}եր էր	{Xpst}ձել/{Xpst}ձեր էր	{X}ցել/{X}ցեր էր	{X}ել/{X}եր էր
indicative pluperfect 1PL	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ացել/{X}ացեր ենք	{X}ցել/{X}ցեր ենք	{X}ցել/{X}ցեր ենք	{X}ցրել/{X}ցրեր ենք	{X}ցրել/{X}ցրեր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ացել/{Xpst}ացեր ենք	{Xpst}ել/{Xpst}եր ենք	{Xpst}ել/{Xpst}եր ենք			{X}ել/{X}եր ենք	{X}ել/{X}եր ենք	{Xpst}ձել/{Xpst}ձեր ենք	{X}ցել/{X}ցեր ենք	{X}ել/{X}եր ենք
indicative pluperfect 2PL	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ացել/{X}ացեր էք	{X}ցել/{X}ցեր էք	{X}ցել/{X}ցեր էք	{X}ցրել/{X}ցրեր էք	{X}ցրել/{X}ցրեր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{X}ել/{X}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ացել/{Xpst}ացեր էք	{Xpst}ել/{Xpst}եր էք	{Xpst}ել/{Xpst}եր էք			{X}ել/{X}եր էք	{X}ել/{X}եր էք	{Xpst}ձել/{Xpst}ձեր էք	{X}ցել/{X}ցեր էք	{X}ել/{X}եր էք
indicative pluperfect 3PL	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ացել/{X}ացեր են	{X}ցել/{X}ցեր են	{X}ցել/{X}ցեր են	{X}ցրել/{X}ցրեր են	{X}ցրել/{X}ցրեր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{X}ել/{X}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են	{Xpst}ացել/{Xpst}ացեր են	{Xpst}ել/{Xpst}եր են	{Xpst}ել/{Xpst}եր են			{X}ել/{X}եր են	{X}ել/{X}եր են	{Xpst}ձել/{Xpst}ձեր են	{X}ցել/{X}ցեր են	{X}ել/{X}եր են
negative indicative pluperfect 1SG	չիմ {X}է	չիմ {X}է	չիմ {X}ացէ	չիմ {X}ցէ	չիմ {X}ցէ	չիմ {X}ցրէ	չիմ {X}ցրէ	չիմ {X}է	չիմ {X}է	չիմ {X}է	չիմ {X}է	չիմ {X}է	չիմ {X}է	չիմ {X}է	չիմ {Xpst}է	չիմ {Xpst}է	չիմ {Xpst}է	չիմ {Xpst}է	չիմ {Xpst}ացէ	չիմ {Xpst}է	չիմ {Xpst}է			չիմ {X}է	չիմ {X}է	չիմ {Xpst}ձէ	չիմ {X}ցէ	չիմ {X}է
negative indicative pluperfect 2SG	չիր {X}է	չիր {X}է	չիր {X}ացէ	չիր {X}ցէ	չիր {X}ցէ	չիր {X}ցրէ	չիր {X}ցրէ	չիր {X}է	չիր {X}է	չիր {X}է	չիր {X}է	չիր {X}է	չիր {X}է	չիր {X}է	չիր {Xpst}է	չիր {Xpst}է	չիր {Xpst}է	չիր {Xpst}է	չիր {Xpst}ացէ	չիր {Xpst}է	չիր {Xpst}է			չիր {X}է	չիր {X}է	չիր {Xpst}ձէ	չիր {X}ցէ	չիր {X}է
negative indicative pluperfect 3SG	չէր {X}է	չէր {X}է	չէր {X}ացէ	չէր {X}ցէ	չէր {X}ցէ	չէր {X}ցրէ	չէր {X}ցրէ	չէր {X}է	չէր {X}է	չէր {X}է	չէր {X}է	չէր {X}է	չէր {X}է	չէր {X}է	չէր {Xpst}է	չէր {Xpst}է	չէր {Xpst}է	չէր {Xpst}է	չէր {Xpst}ացէ	չէր {Xpst}է	չէր {Xpst}է			չէր {X}է	չէր {X}է	չէր {Xpst}ձէ	չէր {X}ցէ	չէր {X}է
negative indicative pluperfect 1PL	չինք {X}է	չինք {X}է	չինք {X}ացէ	չինք {X}ցէ	չինք {X}ցէ	չինք {X}ցրէ	չինք {X}ցրէ	չինք {X}է	չինք {X}է	չինք {X}է	չինք {X}է	չինք {X}է	չինք {X}է	չինք {X}է	չինք {Xpst}է	չինք {Xpst}է	չինք {Xpst}է	չինք {Xpst}է	չինք {Xpst}ացէ	չինք {Xpst}է	չինք {Xpst}է			չինք {X}է	չինք {X}է	չինք {Xpst}ձէ	չինք {X}ցէ	չինք {X}է
negative indicative pluperfect 2PL	չիք {X}է	չիք {X}է	չիք {X}ացէ	չիք {X}ցէ	չիք {X}ցէ	չիք {X}ցրէ	չիք {X}ցրէ	չիք {X}է	չիք {X}է	չիք {X}է	չիք {X}է	չիք {X}է	չիք {X}է	չիք {X}է	չիք {Xpst}է	չիք {Xpst}է	չիք {Xpst}է	չիք {Xpst}է	չիք {Xpst}ացէ	չիք {Xpst}է	չիք {Xpst}է			չիք {X}է	չիք {X}է	չիք {Xpst}ձէ	չիք {X}ցէ	չիք {X}է
negative indicative pluperfect 3PL	չին {X}է	չին {X}է	չին {X}ացէ	չին {X}ցէ	չին {X}ցէ	չին {X}ցրէ	չին {X}ցրէ	չին {X}է	չին {X}է	չին {X}է	չին {X}է	չին {X}է	չին {X}է	չին {X}է	չին {Xpst}է	չին {Xpst}է	չին {Xpst}է	չին {Xpst}է	չին {Xpst}ացէ	չին {Xpst}է	չին {Xpst}է			չին {X}է	չին {X}է	չին {Xpst}ձէ	չին {X}ցէ	չին {X}է
aorist 1SG	{X}ամ	{X}ամ	{X}ացիմ	{X}ցամ	{X}ցամ	{X}ցրամ	{X}ցրամ	{X}ամ	{X}ամ	{X}ամ	{X}ամ	{X}ամ	{X}ամ	{X}ամ	{Xpst}ամ	{Xpst}ամ	{Xpst}ամ	{Xpst}ամ	{Xpst}ացիմ	{Xpst}ամ	{Xpst}ամ			{X}ամ	{X}ամ	{Xpst}ձամ	{X}ցիմ	{X}ամ
aorist 2SG	{X}ար	{X}ար	{X}ացիր	{X}ցար	{X}ցար	{X}ցրար	{X}ցրար	{X}ար	{X}ար	{X}ար	{X}ար	{X}ար	{X}ար	{X}ար	{Xpst}ար	{Xpst}ար	{Xpst}ար	{Xpst}ար	{Xpst}ացիր	{Xpst}ար	{Xpst}ար			{X}ար	{X}ար	{Xpst}ձար	{X}ցիր	{X}ար
aorist 3SG	{X}աւ	{X}աւ	{X}աց	{X}ցաւ	{X}ցաւ	{X}ցրաւ	{X}ցրաւ	{X}աւ	{X}աւ	{X}աւ	{X}աւ	{X}աւ	{X}աւ	{X}աւ	{Xpst}աւ	{Xpst}աւ	{Xpst}աւ	{Xpst}աւ	{Xpst}ացիւ	{Xpst}աւ	{Xpst}աւ			{X}աւ	{X}աւ	{Xpst}ձաւ	{X}ց	{X}աւ
aorist 1PL	{X}անք	{X}անք	{X}ացինք	{X}ցանք	{X}ցանք	{X}ցրանք	{X}ցրանք	{X}անք	{X}անք	{X}անք	{X}անք	{X}անք	{X}անք	{X}անք	{Xpst}անք	{Xpst}անք	{Xpst}անք	{Xpst}անք	{Xpst}ացինք	{Xpst}անք	{Xpst}անք			{X}անք	{X}անք	{Xpst}ձանք	{X}ցինք	{X}անք
aorist 2PL	{X}աք	{X}աք	{X}ացիք	{X}ցաք	{X}ցաք	{X}ցրաք	{X}ցրաք	{X}աք	{X}աք	{X}աք	{X}աք	{X}աք	{X}աք	{X}աք	{Xpst}աք	{Xpst}աք	{Xpst}աք	{Xpst}աք	{Xpst}ացիք	{Xpst}աք	{Xpst}աք			{X}աք	{X}աք	{Xpst}ձաք	{X}ցիք	{X}աք
