negative indicative future perfect 3SG	չէր երգելու	չէր ուղարկելու	չէր կարդալու	չէր ցանկանալու	չէր ուրախանալու	չէր վերցնելու	չէր ուրախացնելու	չէր մեռնելու	չէր իջնելու	չէր փախնելու	չէր առնելու	չէր տեսնելու	չէր էլնելու	չէր թողնելու	չէր ուտելու	չէր անելու	չէր տանելու	չէր դնելու	չէր էթալու	չէր տալու	չէր գալու				չէր բերելու	չէր ասելու	չէր դառնալու	չէր լուանալու	չէր բացելու
negative indicative future perfect 1PL	չինք երգելու	չինք ուղարկելու	չինք կարդալու	չինք ցանկանալու	չինք ուրախանալու	չինք վերցնելու	չինք ուրախացնելու	չինք մեռնելու	չինք իջնելու	չինք փախնելու	չինք առնելու	չինք տեսնելու	չինք էլնելու	չինք թողնելու	չինք ուտելու	չինք անելու	չինք տանելու	չինք դնելու	չինք էթալու	չինք տալու	չինք գալու				չինք բերելու	չինք ասելու	չինք դառնալու	չինք լուանալու	չինք բացելու
negative indicative future perfect 2PL	չիք երգելու	չիք ուղարկելու	չիք կարդալու	չիք ցանկանալու	չիք ուրախանալու	չիք վերցնելու	չիք ուրախացնելու	չիք մեռնելու	չիք իջնելու	չիք փախնելու	չիք առնելու	չիք տեսնելու	չիք էլնելու	չիք թողնելու	չիք ուտելու	չիք անելու	չիք տանելու	չիք դնելու	չիք էթալու	չիք տալու	չիք գալու				չիք բերելու	չիք ասելու	չիք դառնալու	չիք լուանալու	չիք բացելու
negative indicative future perfect 3PL	չին երգելու	չին ուղարկելու	չին կարդալու	չին ցանկանալու	չին ուրախանալու	չին վերցնելու	չին ուրախացնելու	չին մեռնելու	չին իջնելու	չին փախնելու	չին առնելու	չին տեսնելու	չին էլնելու	չին թողնելու	չին ուտելու	չին անելու	չին տանելու	չին դնելու	չին էթալու	չին տալու	չին գալու				չին բերելու	չին ասելու	չին դառնալու	չին լուանալու	չին բացելու
indicative present perfect 1SG	երգել/երգեր եմ	ուղարկել/ուղարկեր եմ	կարդացել/կարդացեր եմ	ցանկացել/ցանկացեր եմ	ուրախացել/ուրախացեր եմ	վերցրել/վերցրեր եմ	ուրախացրել/ուրախացրեր եմ	մեռել/մեռեր եմ	իջել/իջեր եմ	փախել/փախեր եմ	առել/առեր եմ	տեսել/տեսեր եմ	էլել/էլեր եմ	թողել/թողեր եմ	կերել/կերեր եմ	արել/արեր եմ	տարել/տարեր եմ	դրել/դրեր եմ	գնացել/գնացեր եմ	տուել/տուեր եմ	էկել/էկեր եմ				բերել/բերեր եմ	ասել/ասեր եմ	դարձել/դարձեր եմ	լուացել/լուացեր եմ	բացել/բացեր եմ
indicative present perfect 2SG	երգել/երգեր ես	ուղարկել/ուղարկեր ես	կարդացել/կարդացեր ես	ցանկացել/ցանկացեր ես	ուրախացել/ուրախացեր ես	վերցրել/վերցրեր ես	ուրախացրել/ուրախացրեր ես	մեռել/մեռեր ես	իջել/իջեր ես	փախել/փախեր ես	առել/առեր ես	տեսել/տեսեր ես	էլել/էլեր ես	թողել/թողեր ես	կերել/կերեր ես	արել/արեր ես	տարել/տարեր ես	դրել/դրեր ես	գնացել/գնացեր ես	տուել/տուեր ես	էկել/էկեր ես				բերել/բերեր ես	ասել/ասեր ես	դարձել/դարձեր ես	լուացել/լուացեր ես	բացել/բացեր ես
indicative present perfect 3SG	երգել/երգեր ա	ուղարկել/ուղարկեր ա	կարդացել/կարդացեր ա	ցանկացել/ցանկացեր ա	ուրախացել/ուրախացեր ա	վերցրել/վերցրեր ա	ուրախացրել/ուրախացրեր ա	մեռել/մեռեր ա	իջել/իջեր ա	փախել/փախեր ա	առել/առեր ա	տեսել/տեսեր ա	էլել/էլեր ա	թողել/թողեր ա	կերել/կերեր ա	արել/արեր ա	տարել/տարեր ա	դրել/դրեր ա	գնացել/գնացեր ա	տուել/տուեր ա	էկել/էկեր ա				բերել/բերեր ա	ասել/ասեր ա	դարձել/դարձեր ա	լուացել/լուացեր ա	բացել/բացեր ա
indicative present perfect 1PL	երգել/երգեր ենք	ուղարկել/ուղարկեր ենք	կարդացել/կարդացեր ենք	ցանկացել/ցանկացեր ենք	ուրախացել/ուրախացեր ենք	վերցրել/վերցրեր ենք	ուրախացրել/ուրախացրեր ենք	մեռել/մեռեր ենք	իջել/իջեր ենք	փախել/փախեր ենք	առել/առեր ենք	տեսել/տեսեր ենք	էլել/էլեր ենք	թողել/թողեր ենք	կերել/կերեր ենք	արել/արեր ենք	տարել/տարեր ենք	դրել/դրեր ենք	գնացել/գնացեր ենք	տուել/տուեր ենք	էկել/էկեր ենք				բերել/բերեր ենք	ասել/ասեր ենք	դարձել/դարձեր ենք	լուացել/լուացեր ենք	բացել/բացեր ենք
indicative present perfect 2PL	երգել/երգեր էք	ուղարկել/ուղարկեր էք	կարդացել/կարդացեր էք	ցանկացել/ցանկացեր էք	ուրախացել/ուրախացեր էք	վերցրել/վերցրեր էք	ուրախացրել/ուրախացրեր էք	մեռել/մեռեր էք	իջել/իջեր էք	փախել/փախեր էք	առել/առեր էք	տեսել/տեսեր էք	էլել/էլեր էք	թողել/թողեր էք	կերել/կերեր էք	արել/արեր էք	տարել/տարեր էք	դրել/դրեր էք	գնացել/գնացեր էք	տուել/տուեր էք	էկել/էկեր էք				բերել/բերեր էք	ասել/ասեր էք	դարձել/դարձեր էք	լուացել/լուացեր էք	բացել/բացեր էք
indicative present perfect 3PL	երգել/երգեր են	ուղարկել/ուղարկեր են	կարդացել/կարդացեր են	ցանկացել/ցանկացեր են	ուրախացել/ուրախացեր են	վերցրել/վերցրեր են	ուրախացրել/ուրախացրեր են	մեռել/մեռեր են	իջել/իջեր են	փախել/փախեր են	առել/առեր են	տեսել/տեսեր են	էլել/էլեր են	թողել/թողեր են	կերել/կերեր են	արել/արեր են	տարել/տարեր են	դրել/դրեր են	գնացել/գնացեր են	տուել/տուեր են	էկել/էկեր են				բերել/բերեր են	ասել/ասեր են	դարձել/դարձեր են	լուացել/լուացեր են	բացել/բացեր են
negative indicative present perfect 1SG	չեմ երգէ	չեմ ուղարկէ	չեմ կարդացէ	չեմ ցանկացէ	չեմ ուրախացէ	չեմ վերցրէ	չեմ ուրախացրէ	չեմ մեռէ	չեմ իջէ	չեմ փախէ	չեմ առէ	չեմ տեսէ	չեմ էլէ	չեմ թողէ	չեմ կերէ	չեմ արէ	չեմ տարէ	չեմ դրէ	չեմ գնացէ	չեմ տուէ	չեմ էկէ				չեմ բերէ	չեմ ասէ	չեմ դարձէ	չեմ լուացէ	չեմ բացէ
negative indicative present perfect 2SG	չես երգէ	չես ուղարկէ	չես կարդացէ	չես ցանկացէ	չես ուրախացէ	չես վերցրէ	չես ուրախացրէ	չես մեռէ	չես իջէ	չես փախէ	չես առէ	չես տեսէ	չես էլէ	չես թողէ	չես կերէ	չես արէ	չես տարէ	չես դրէ	չես գնացէ	չես տուէ	չես էկէ				չես բերէ	չես ասէ	չես դարձէ	չես լուացէ	չես բացէ
negative indicative present perfect 3SG	չի երգէ	չի ուղարկէ	չի կարդացէ	չի ցանկացէ	չի ուրախացէ	չի վերցրէ	չի ուրախացրէ	չի մեռէ	չի իջէ	չի փախէ	չի առէ	չի տեսէ	չի էլէ	չի թողէ	չի կերէ	չի արէ	չի տարէ	չի դրէ	չի գնացէ	չի տուէ	չի էկէ				չի բերէ	չի ասէ	չի դարձէ	չի լուացէ	չի բացէ
negative indicative present perfect 1PL	չենք երգէ	չենք ուղարկէ	չենք կարդացէ	չենք ցանկացէ	չենք ուրախացէ	չենք վերցրէ	չենք ուրախացրէ	չենք մեռէ	չենք իջէ	չենք փախէ	չենք առէ	չենք տեսէ	չենք էլէ	չենք թողէ	չենք կերէ	չենք արէ	չենք տարէ	չենք դրէ	չենք գնացէ	չենք տուէ	չենք էկէ				չենք բերէ	չենք ասէ	չենք դարձէ	չենք լուացէ	չենք բացէ
negative indicative present perfect 2PL	չէք երգէ	չէք ուղարկէ	չէք կարդացէ	չէք ցանկացէ	չէք ուրախացէ	չէք վերցրէ	չէք ուրախացրէ	չէք մեռէ	չէք իջէ	չէք փախէ	չէք առէ	չէք տեսէ	չէք էլէ	չէք թողէ	չէք կերէ	չէք արէ	չէք տարէ	չէք դրէ	չէք գնացէ	չէք տուէ	չէք էկէ				չէք բերէ	չէք ասէ	չէք դարձէ	չէք լուացէ	չէք բացէ
negative indicative present perfect 3PL	չեն երգէ	չեն ուղարկէ	չեն կարդացէ	չեն ցանկացէ	չեն ուրախացէ	չեն վերցրէ	չեն ուրախացրէ	չեն մեռէ	չեն իջէ	չեն փախէ	չեն առէ	չեն տեսէ	չեն էլէ	չեն թողէ	չեն կերէ	չեն արէ	չեն տարէ	չեն դրէ	չեն գնացէ	չեն տուէ	չեն էկէ				չեն բերէ	չեն ասէ	չեն դարձէ	չեն լուացէ	չեն բացէ
indicative pluperfect 1SG	երգել/երգեր իմ	ուղարկել/ուղարկեր իմ	կարդացել/կարդացեր իմ	ցանկացել/ցանկացեր իմ	ուրախացել/ուրախացեր իմ	վերցրել/վերցրեր իմ	ուրախացրել/ուրախացրեր իմ	մեռել/մեռեր իմ	իջել/իջեր իմ	փախել/փախեր իմ	առել/առեր իմ	տեսել/տեսեր իմ	էլել/էլեր իմ	թողել/թողեր իմ	կերել/կերեր իմ	արել/արեր իմ	տարել/տարեր իմ	դրել/դրեր իմ	գնացել/գնացեր իմ	տուել/տուեր իմ	էկել/էկեր իմ				բերել/բերեր իմ	ասել/ասեր իմ	դարձել/դարձեր իմ	լուացել/լուացեր իմ	բացել/բացեր իմ
indicative pluperfect 2SG	երգել/երգեր իր	ուղարկել/ուղարկեր իր	կարդացել/կարդացեր իր	ցանկացել/ցանկացեր իր	ուրախացել/ուրախացեր իր	վերցրել/վերցրեր իր	ուրախացրել/ուրախացրեր իր	մեռել/մեռեր իր	իջել/իջեր իր	փախել/փախեր իր	առել/առեր իր	տեսել/տեսեր իր	էլել/էլեր իր	թողել/թողեր իր	կերել/կերեր իր	արել/արեր իր	տարել/տարեր իր	դրել/դրեր իր	գնացել/գնացեր իր	տուել/տուեր իր	էկել/էկեր իր				բերել/բերեր իր	ասել/ասեր իր	դարձել/դարձեր իր	լուացել/լուացեր իր	բացել/բացեր իր
indicative pluperfect 3SG	երգել/երգեր էր	ուղարկել/ուղարկեր էր	կարդացել/կարդացեր էր	ցանկացել/ցանկացեր էր	ուրախացել/ուրախացեր էր	վերցրել/վերցրեր էր	ուրախացրել/ուրախացրեր էր	մեռել/մեռեր էր	իջել/իջեր էր	փախել/փախեր էր	առել/առեր էր	տեսել/տեսեր էր	էլել/էլեր էր	թողել/թողեր էր	կերել/կերեր էր	արել/արեր էր	տարել/տարեր էր	դրել/դրեր էր	գնացել/գնացեր էր	տուել/տուեր էր	էկել/էկեր էր				բերել/բերեր էր	ասել/ասեր էր	դարձել/դարձեր էր	լուացել/լուացեր էր	բացել/բացեր էր
indicative pluperfect 1PL	երգել/երգեր ենք	ուղարկել/ուղարկեր ենք	կարդացել/կարդացեր ենք	ցանկացել/ցանկացեր ենք	ուրախացել/ուրախացեր ենք	վերցրել/վերցրեր ենք	ուրախացրել/ուրախացրեր ենք	մեռել/մեռեր ենք	իջել/իջեր ենք	փախել/փախեր ենք	առել/առեր ենք	տեսել/տեսեր ենք	էլել/էլեր ենք	թողել/թողեր ենք	կերել/կերեր ենք	արել/արեր ենք	տարել/տարեր ենք	դրել/դրեր ենք	գնացել/գնացեր ենք	տուել/տուեր ենք	էկել/էկեր ենք				բերել/բերեր ենք	ասել/ասեր ենք	դարձել/դարձեր ենք	լուացել/լուացեր ենք	բացել/բացեր ենք
indicative pluperfect 2PL	երգել/երգեր էք	ուղարկել/ուղարկեր էք	կարդացել/կարդացեր էք	ցանկացել/ցանկացեր էք	ուրախացել/ուրախացեր էք	վերցրել/վերցրեր էք	ուրախացրել/ուրախացրեր էք	մեռել/մեռեր էք	իջել/իջեր էք	փախել/փախեր էք	առել/առեր էք	տեսել/տեսեր էք	էլել/էլեր էք	թողել/թողեր էք	կերել/կերեր էք	արել/արեր էք	տարել/տարեր էք	դրել/դրեր էք	գնացել/գնացեր էք	տուել/տուեր էք	էկել/էկեր էք				բերել/բերեր էք	ասել/ասեր էք	դարձել/դարձեր էք	լուացել/լուացեր էք	բացել/բացեր էք
indicative pluperfect 3PL	երգել/երգեր են	ուղարկել/ուղարկեր են	կարդացել/կարդացեր են	ցանկացել/ցանկացեր են	ուրախացել/ուրախացեր են	վերցրել/վերցրեր են	ուրախացրել/ուրախացրեր են	մեռել/մեռեր են	իջել/իջեր են	փախել/փախեր են	առել/առեր են	տեսել/տեսեր են	էլել/էլեր են	թողել/թողեր են	կերել/կերեր են	արել/արեր են	տարել/տարեր են	դրել/դրեր են	գնացել/գնացեր են	տուել/տուեր են	էկել/էկեր են				բերել/բերեր են	ասել/ասեր են	դարձել/դարձեր են	լուացել/լուացեր են	բացել/բացեր են
negative indicative pluperfect 1SG	չիմ երգէ	չիմ ուղարկէ	չիմ կարդացէ	չիմ ցանկացէ	չիմ ուրախացէ	չիմ վերցրէ	չիմ ուրախացրէ	չիմ մեռէ	չիմ իջէ	չիմ փախէ	չիմ առէ	չիմ տեսէ	չիմ էլէ	չիմ թողէ	չիմ կերէ	չիմ արէ	չիմ տարէ	չիմ դրէ	չիմ գնացէ	չիմ տուէ	չիմ էկէ				չիմ բերէ	չիմ ասէ	չիմ դարձէ	չիմ լուացէ	չիմ բացէ
negative indicative pluperfect 2SG	չիր երգէ	չիր ուղարկէ	չիր կարդացէ	չիր ցանկացէ	չիր ուրախացէ	չիր վերցրէ	չիր ուրախացրէ	չիր մեռէ	չիր իջէ	չիր փախէ	չիր առէ	չիր տեսէ	չիր էլէ	չիր թողէ	չիր կերէ	չիր արէ	չիր տարէ	չիր դրէ	չիր գնացէ	չիր տուէ	չիր էկէ				չիր բերէ	չիր ասէ	չիր դարձէ	չիր լուացէ	չիր բացէ
negative indicative pluperfect 3SG	չէր երգէ	չէր ուղարկէ	չէր կարդացէ	չէր ցանկացէ	չէր ուրախացէ	չէր վերցրէ	չէր ուրախացրէ	չէր մեռէ	չէր իջէ	չէր փախէ	չէր առէ	չէր տեսէ	չէր էլէ	չէր թողէ	չէր կերէ	չէր արէ	չէր տարէ	չէր դրէ	չէր գնացէ	չէր տուէ	չէր էկէ				չէր բերէ	չէր ասէ	չէր դարձէ	չէր լուացէ	չէր բացէ
negative indicative pluperfect 1PL	չինք երգէ	չինք ուղարկէ	չինք կարդացէ	չինք ցանկացէ	չինք ուրախացէ	չինք վերցրէ	չինք ուրախացրէ	չինք մեռէ	չինք իջէ	չինք փախէ	չինք առէ	չինք տեսէ	չինք էլէ	չինք թողէ	չինք կերէ	չինք արէ	չինք տարէ	չինք դրէ	չինք գնացէ	չինք տուէ	չինք էկէ				չինք բերէ	չինք ասէ	չինք դարձէ	չինք լուացէ	չինք բացէ
negative indicative pluperfect 2PL	չիք երգէ	չիք ուղարկէ	չիք կարդացէ	չիք ցանկացէ	չիք ուրախացէ	չիք վերցրէ	չիք ուրախացրէ	չիք մեռէ	չիք իջէ	չիք փախէ	չիք առէ	չիք տեսէ	չիք էլէ	չիք թողէ	չիք կերէ	չիք արէ	չիք տարէ	չիք դրէ	չիք գնացէ	չիք տուէ	չիք էկէ				չիք բերէ	չիք ասէ	չիք դարձէ	չիք լուացէ	չիք բացէ
negative indicative pluperfect 3PL	չին երգէ	չին ուղարկէ	չին կարդացէ	չին ցանկացէ	չին ուրախացէ	չին վերցրէ	չին ուրախացրէ	չին մեռէ	չին իջէ	չին փախէ	չին առէ	չին տեսէ	չին էլէ	չին թողէ	չին կերէ	չին արէ	չին տարէ	չին դրէ	չին գնացէ	չին տուէ	չին էկէ				չին բերէ	չին ասէ	չին դարձէ	չին լուացէ	չին բացէ
aorist 1SG	երգամ	ուղարկամ	կարդացիմ	ցանկացամ	ուրախացամ	վերցրամ	ուրախացրամ	մեռամ	իջամ	փախամ	առամ	տեսամ	էլամ	թողամ	կերամ	արամ	տարամ	դրամ	գնացիմ	տուամ	էկամ				բերամ	ասամ	դարձամ	լուացիմ	բացամ
aorist 2SG	երգար	ուղարկար	կարդացիր	ցանկացար	ուրախացար	վերցրար	ուրախացրար	մեռար	իջար	փախար	առար	տեսար	էլար	թողար	կերար	արար	տարար	դրար	գնացիր	տուար	էկար				բերար	ասար	դարձար	լուացիր	բացար
aorist 3SG	երգաւ	ուղարկաւ	կարդաց	ցանկացաւ	ուրախացաւ	վերցրաւ	ուրախացրաւ	մեռաւ	իջաւ	փախաւ	առաւ	տեսաւ	էլաւ	թողաւ	կերաւ	արաւ	տարաւ	դրաւ	գնացիւ	տուաւ	էկաւ				բերաւ	ասաւ	դարձաւ	լուաց	բացաւ
aorist 1PL	երգանք	ուղարկանք	կարդացինք	ցանկացանք	ուրախացանք	վերցրանք	ուրախացրանք	մեռանք	իջանք	փախանք	առանք	տեսանք	էլանք	թողանք	կերանք	արանք	տարանք	դրանք	գնացինք	տուանք	էկանք				բերանք	ասանք	դարձանք	լուացինք	բացանք
aorist 2PL	երգաք	ուղարկաք	կարդացիք	ցանկացաք	ուրախացաք	վերցրաք	ուրախացրաք	մեռաք	իջաք	փախաք	առաք	տեսաք	էլաք	թողաք	կերաք	արաք	տարաք	դրաք	գնացիք	տուաք	էկաք				բերաք	ասաք	դարձաք	լուացիք	բացաք
aorist 3PL	երգան	ուղարկան	կարդացին	ցանկացան	ուրախացան	վերցրան	ուրախացրան	մեռան	իջան	փախան	առան	տեսան	էլան	թողան	կերան	արան	տարան	դրան	գնացին	տուան	էկան				բերան	ասան	դարձան	լուացին	բացան
negative aorist 1SG	չերգամ	չուղարկամ	չկարդացիմ	չցանկացամ	չուրախացամ	չվերցրամ	չուրախացրամ	չմեռամ	չիջամ	չփախամ	չառամ	չտեսամ	չէլամ	չթողամ	չկերամ	չարամ	չտարամ	չդրամ	չգնացիմ	չտուամ	չէկամ				չբերամ	չասամ	չդարձամ	չլուացիմ	չբացամ
negative aorist 2SG	չերգար	չուղարկար	չկարդացիր	չցանկացար	չուրախացար	չվերցրար	չուրախացրար	չմեռար	չիջար	չփախար	չառար	չտեսար	չէլար	չթողար	չկերար	չարար	չտարար	չդրար	չգնացիր	չտուար	չէկար				չբերար	չասար	չդարձար	չլուացիր	չբացար
negative aorist 3SG	չերգաւ	չուղարկաւ	չկարդաց	չցանկացաւ	չուրախացաւ	չվերցրաւ	չուրախացրաւ	չմեռաւ	չիջաւ	չփախաւ	չառաւ	չտեսաւ	չէլաւ	չթողաւ	չկերաւ	չարաւ	չտարաւ	չդրաւ	չգնացիւ	չտուաւ	չէկաւ				չբերաւ	չասաւ	չդարձաւ	չլուաց	չբացաւ
negative aorist 1PL	չերգանք	չուղարկանք	չկարդացինք	չցանկացանք	չուրախացանք	չվերցրանք	չուրախացրանք	չմեռանք	չիջանք	չփախանք	չառանք	չտեսանք	չէլանք	չթողանք	չկերանք	չարանք	չտարանք	չդրանք	չգնացինք	չտուանք	չէկանք				չբերանք	չասանք	չդարձանք	չլուացինք	չբացանք
negative aorist 2PL	չերգաք	չուղարկաք	չկարդացիք	չցանկացաք	չուրախացաք	չվերցրաք	չուրախացրաք	չմեռաք	չիջաք	չփախաք	չառաք	չտեսաք	չէլաք	չթողաք	չկերաք	չարաք	չտարաք	չդրաք	չգնացիք	չտուաք	չէկաք				չբերաք	չասաք	չդարձաք	չլուացիք	չբացաք
negative aorist 3PL	չերգան	չուղարկան	չկարդացին	չցանկացան	չուրախացան	չվերցրան	չուրախացրան	չմեռան	չիջան	չփախան	չառան	չտեսան	չէլան	չթողան	չկերան	չարան	չտարան	չդրան	չգնացին	չտուան	չէկան				չբերան	չասան	չդարձան	չլուացին	չբացան
subjunctive present 1SG	երգեմ	ուղարկեմ	կարդամ	ցանկանամ	ուրախանամ	վերցնեմ	ուրախացնեմ	մեռնեմ	իջնեմ	փախնեմ	առնեմ	տեսնեմ	էլնեմ	թողնեմ	ուտեմ	անեմ	տանեմ	դնեմ	էթամ	տամ	գամ				բերեմ	ասեմ	դառնամ	լուանամ	բացեմ
subjunctive present 2SG	երգես	ուղարկես	կարդաս	ցանկանաս	ուրախանաս	վերցնես	ուրախացնես	մեռնես	իջնես	փախնես	առնես	տեսնես	էլնես	թողնես	ուտես	անես	տանես	դնես	էթաս	տաս	գաս				բերես	ասես	դառնաս	լուանաս	բացես
subjunctive present 3SG	երգի	ուղարկի	կարդայ	ցանկանայ	ուրախանայ	վերցնի	ուրախացնի	մեռնի	իջնի	փախնի	առնի	տեսնի	էլնի	թողնի	ուտի	անի	տանի	դնի	էթայ	տայ	գայ				բերի	ասի	դառնայ	լուանայ	բացի
subjunctive present 1PL	երգենք	ուղարկենք	կարդանք	ցանկանանք	ուրախանանք	վերցնենք	ուրախացնենք	մեռնենք	իջնենք	փախնենք	առնենք	տեսնենք	էլնենք	թողնենք	ուտենք	անենք	տանենք	դնենք	էթանք	տանք	գանք				բերենք	ասենք	դառնանք	լուանանք	բացենք
subjunctive present 2PL	երգէք	ուղարկէք	կարդաք	ցանկանաք	ուրախանաք	վերցնէք	ուրախացնէք	մեռնէք	իջնէք	փախնէք	առնէք	տեսնէք	էլնէք	թողնէք	ուտէք	անէք	տանէք	դնէք	էթաք	տաք	գաք				բերէք	ասէք	դառնաք	լուանաք	բացէք
subjunctive present 3PL	երգեն	ուղարկեն	կարդան	ցանկանան	ուրախանան	վերցնեն	ուրախացնեն	մեռնեն	իջնեն	փախնեն	առնեն	տեսնեն	էլնեն	թողնեն	ուտեն	անեն	տանեն	դնեն	էթան	տան	գան				բերեն	ասեն	դառնան	լուանան	բացեն
negative subjunctive present 1SG	չերգեմ	չուղարկեմ	չկարդամ	չցանկանամ	չուրախանամ	չվերցնեմ	չուրախացնեմ	չմեռնեմ	չիջնեմ	չփախնեմ	չառնեմ	չտեսնեմ	չէլնեմ	չթողնեմ	չուտեմ	չանեմ	չտանեմ	չդնեմ	չէթամ	չտամ	չգամ				չբերեմ	չասեմ	չդառնամ	չլուանամ	չբացեմ
negative subjunctive present 2SG	չերգես	չուղարկես	չկարդաս	չցանկանաս	չուրախանաս	չվերցնես	չուրախացնես	չմեռնես	չիջնես	չփախնես	չառնես	չտեսնես	չէլնես	չթողնես	չուտես	չանես	չտանես	չդնես	չէթաս	չտաս	չգաս				չբերես	չասես	չդառնաս	չլուանաս	չբացես
negative subjunctive present 3SG	չերգի	չուղարկի	չկարդայ	չցանկանայ	չուրախանայ	չվերցնի	չուրախացնի	չմեռնի	չիջնի	չփախնի	չառնի	չտեսնի	չէլնի	չթողնի	չուտի	չանի	չտանի	չդնի	չէթայ	չտայ	չգայ				չբերի	չասի	չդառնայ	չլուանայ	չբացի
negative subjunctive present 1PL	չերգենք	չուղարկենք	չկարդանք	չցանկանանք	չուրախանանք	չվերցնենք	չուրախացնենք	չմեռնենք	չիջնենք	չփախնենք	չառնենք	չտեսնենք	չէլնենք	չթողնենք	չուտենք	չանենք	չտանենք	չդնենք	չէթանք	չտանք	չգանք				չբերենք	չասենք	չդառնանք	չլուանանք	չբացենք
negative subjunctive present 2PL	չերգէք	չուղարկէք	չկարդաք	չցանկանաք	չուրախանաք	չվերցնէք	չուրախացնէք	չմեռնէք	չիջնէք	չփախնէք	չառնէք	չտեսնէք	չէլնէք	չթողնէք	չուտէք	չանէք	չտանէք	չդնէք	չէթաք	չտաք	չգաք				չբերէք	չասէք	չդառնաք	չլուանաք	չբացէք
negative subjunctive present 3PL	չերգեն	չուղարկեն	չկարդան	չցանկանան	չուրախանան	չվերցնեն	չուրախացնեն	չմեռնեն	չիջնեն	չփախնեն	չառնեն	չտեսնեն	չէլնեն	չթողնեն	չուտեն	չանեն	չտանեն	չդնեն	չէթան	չտան	չգան				չբերեն	չասեն	չդառնան	չլուանան	չբացեն
subjunctive past imperfective 1SG	երգիմ	ուղարկիմ	կարդայիմ	ցանկանայիմ	ուրախանայիմ	վերցնիմ	ուրախացնիմ	մեռնիմ	իջնիմ	փախնիմ	առնիմ	տեսնիմ	էլնիմ	թողնիմ	ուտիմ	անիմ	տանիմ	դնիմ	էթայիմ	տայիմ	գայիմ				բերիմ	ասիմ	դառնայիմ	լուանայիմ	բացիմ
subjunctive past imperfective 2SG	երգիր	ուղարկիր	կարդայիր	ցանկանայիր	ուրախանայիր	վերցնիր	ուրախացնիր	մեռնիր	իջնիր	փախնիր	առնիր	տեսնիր	էլնիր	թողնիր	ուտիր	անիր	տանիր	դնիր	էթայիր	տայիր	գայիր				բերիր	ասիր	դառնայիր	լուանայիր	բացիր
subjunctive past imperfective 3SG	երգէր	ուղարկէր	կարդար	ցանկանար	ուրախանար	վերցնէր	ուրախացնէր	մեռնէր	իջնէր	փախնէր	առնէր	տեսնէր	էլնէր	թողնէր	ուտէր	անէր	տանէր	դնէր	էթար	տար	գար				բերէր	ասէր	դառնար	լուանար	բացէր
subjunctive past imperfective 1PL	երգինք	ուղարկինք	կարդայինք	ցանկանայինք	ուրախանայինք	վերցնինք	ուրախացնինք	մեռնինք	իջնինք	փախնինք	առնինք	տեսնինք	էլնինք	թողնինք	ուտինք	անինք	տանինք	դնինք	էթայինք	տայինք	գայինք				բերինք	ասինք	դառնայինք	լուանայինք	բացինք
subjunctive past imperfective 2PL	երգիք	ուղարկիք	կարդայիք	ցանկանայիք	ուրախանայիք	վերցնիք	ուրախացնիք	մեռնիք	իջնիք	փախնիք	առնիք	տեսնիք	էլնիք	թողնիք	ուտիք	անիք	տանիք	դնիք	էթայիք	տայիք	գայիք				բերիք	ասիք	դառնայիք	լուանայիք	բացիք
subjunctive past imperfective 3PL	երգին	ուղարկին	կարդային	ցանկանային	ուրախանային	վերցնին	ուրախացնին	մեռնին	իջնին	փախնին	առնին	տեսնին	էլնին	թողնին	ուտին	անին	տանին	դնին	էթային	տային	գային				բերին	ասին	դառնային	լուանային	բացին
negative subjunctive past imperfective 1SG	չերգիմ	չուղարկիմ	չկարդայիմ	չցանկանայիմ	չուրախանայիմ	չվերցնիմ	չուրախացնիմ	չմեռնիմ	չիջնիմ	չփախնիմ	չառնիմ	չտեսնիմ	չէլնիմ	չթողնիմ	չուտիմ	չանիմ	չտանիմ	չդնիմ	չէթայիմ	չտայիմ	չգայիմ				չբերիմ	չասիմ	չդառնայիմ	չլուանայիմ	չբացիմ
negative subjunctive past imperfective 2SG	չերգիր	չուղարկիր	չկարդայիր	չցանկանայիր	չուրախանայիր	չվերցնիր	չուրախացնիր	չմեռնիր	չիջնիր	չփախնիր	չառնիր	չտեսնիր	չէլնիր	չթողնիր	չուտիր	չանիր	չտանիր	չդնիր	չէթայիր	չտայիր	չգայիր				չբերիր	չասիր	չդառնայիր	չլուանայիր	չբացիր
negative subjunctive past imperfective 3SG	չերգէր	չուղարկէր	չկարդար	չցանկանար	չուրախանար	չվերցնէր	չուրախացնէր	չմեռնէր	չիջնէր	չփախնէր	չառնէր	չտեսնէր	չէլնէր	չթողնէր	չուտէր	չանէր	չտանէր	չդնէր	չէթար	չտար	չգար				չբերէր	չասէր	չդառնար	չլուանար	չբացէր
negative subjunctive past imperfective 1PL	չերգինք	չուղարկինք	չկարդայինք	չցանկանայինք	չուրախանայինք	չվերցնինք	չուրախացնինք	չմեռնինք	չիջնինք	չփախնինք	չառնինք	չտեսնինք	չէլնինք	չթողնինք	չուտինք	չանինք	չտանինք	չդնինք	չէթայինք	չտայինք	չգայինք				չբերինք	չասինք	չդառնայինք	չլուանայինք	չբացինք
